PlayerID,Position,Goals,MarketValueEUR,EfficiencyScore
109,CM,0,60000000,0.0000
162,RW,0,60000000,0.0000
372,RW,0,500000,0.0000
264,CDM,0,500000,0.0000
120,CAM,0,2000000,0.0000
446,CM,0,150000000,0.0000
459,CM,0,120000000,0.0000
367,GK,0,60000000,0.0000
341,CB,0,120000000,0.0000
335,CAM,0,80000000,0.0000
382,ST,0,50000000,0.0000
434,CDM,0,40000000,0.0000
162,CB,1,15000000,0.0667
307,RB,0,3000000,0.0000
415,CDM,0,15000000,0.0000
12,CM,0,80000000,0.0000
357,ST,2,60000000,0.0333
227,LW,0,5000000,0.0000
487,CF,0,1000000,0.0000
126,GK,0,60000000,0.0000
399,CM,0,20000000,0.0000
12,CAM,0,120000000,0.0000
153,CAM,0,40000000,0.0000
33,CM,0,3000000,0.0000
410,RB,0,5000000,0.0000
64,CM,0,8000000,0.0000
338,CM,0,120000000,0.0000
19,LB,0,10000000,0.0000
39,CM,0,60000000,0.0000
275,LB,0,10000000,0.0000
404,CM,0,15000000,0.0000
186,ST,0,5000000,0.0000
488,CB,0,8000000,0.0000
312,CB,0,8000000,0.0000
304,CB,0,150000000,0.0000
363,RW,0,80000000,0.0000
157,CAM,0,30000000,0.0000
295,CB,0,120000000,0.0000
208,GK,0,500000,0.0000
90,CB,0,150000000,0.0000
468,LW,0,3000000,0.0000
112,ST,0,1000000,0.0000
182,CB,0,8000000,0.0000
211,CB,0,500000,0.0000
457,LB,0,3000000,0.0000
453,ST,0,3000000,0.0000
342,LB,0,20000000,0.0000
68,CB,0,500000,0.0000
500,CAM,0,80000000,0.0000
128,RB,0,20000000,0.0000
97,CF,1,5000000,0.2000
316,LB,0,60000000,0.0000
330,CB,0,20000000,0.0000
1,CB,0,10000000,0.0000
172,RB,0,500000,0.0000
122,LW,0,60000000,0.0000
99,LW,0,2000000,0.0000
66,LB,0,20000000,0.0000
35,CM,0,150000000,0.0000
407,CF,1,60000000,0.0167
206,CAM,0,8000000,0.0000
156,ST,1,20000000,0.0500
483,ST,1,20000000,0.0500
167,CB,0,20000000,0.0000
113,LW,1,8000000,0.1250
419,CM,0,20000000,0.0000
76,ST,1,120000000,0.0083
11,RB,0,60000000,0.0000
52,LW,0,500000,0.0000
68,LB,0,20000000,0.0000
104,CB,0,100000000,0.0000
322,CM,0,1000000,0.0000
117,CDM,0,50000000,0.0000
53,CF,0,50000000,0.0000
272,CDM,0,80000000,0.0000
470,CM,0,20000000,0.0000
76,CDM,0,2000000,0.0000
393,CDM,0,120000000,0.0000
282,CM,0,120000000,0.0000
360,CB,0,500000,0.0000
185,RW,0,30000000,0.0000
493,LW,1,60000000,0.0167
429,CAM,0,500000,0.0000
392,LB,0,150000000,0.0000
147,CB,0,1000000,0.0000
284,LW,1,150000000,0.0067
206,CAM,0,60000000,0.0000
424,CDM,0,50000000,0.0000
123,RB,0,3000000,0.0000
138,CB,0,1000000,0.0000
385,RB,0,150000000,0.0000
460,LW,0,150000000,0.0000
41,ST,0,15000000,0.0000
230,RW,1,30000000,0.0333
491,CB,0,3000000,0.0000
87,ST,1,2000000,0.5000
243,CF,3,5000000,0.6000
226,CDM,0,40000000,0.0000
318,CF,1,15000000,0.0667
438,CB,0,100000000,0.0000
44,LB,0,60000000,0.0000
109,LW,0,3000000,0.0000
308,RW,0,50000000,0.0000
139,RB,0,2000000,0.0000
343,ST,0,1000000,0.0000
244,CM,0,80000000,0.0000
166,LW,0,500000,0.0000
135,CM,0,100000000,0.0000
216,LW,0,60000000,0.0000
155,ST,1,3000000,0.3333
268,CF,0,3000000,0.0000
196,RB,0,30000000,0.0000
255,LW,1,3000000,0.3333
398,CM,0,3000000,0.0000
4,ST,1,150000000,0.0067
8,GK,0,150000000,0.0000
99,CAM,0,1000000,0.0000
463,RB,0,80000000,0.0000
429,CAM,1,10000000,0.1000
293,CDM,0,100000000,0.0000
372,RW,0,20000000,0.0000
57,CM,0,3000000,0.0000
201,CB,0,80000000,0.0000
414,CB,0,500000,0.0000
82,CM,0,3000000,0.0000
59,ST,0,40000000,0.0000
363,CAM,0,100000000,0.0000
493,CDM,0,30000000,0.0000
319,CB,0,80000000,0.0000
301,CDM,0,150000000,0.0000
38,LB,0,50000000,0.0000
239,CAM,0,15000000,0.0000
294,ST,1,80000000,0.0125
62,CB,0,40000000,0.0000
467,CM,0,60000000,0.0000
425,RW,0,20000000,0.0000
153,LW,0,120000000,0.0000
54,CF,1,15000000,0.0667
25,ST,0,20000000,0.0000
164,ST,0,80000000,0.0000
500,RB,0,15000000,0.0000
356,CB,0,1000000,0.0000
417,CAM,0,150000000,0.0000
198,CF,2,150000000,0.0133
76,CM,2,3000000,0.6667
136,CB,0,2000000,0.0000
140,CDM,0,60000000,0.0000
266,CM,0,15000000,0.0000
142,LB,0,60000000,0.0000
327,RB,0,30000000,0.0000
88,RB,0,8000000,0.0000
499,RB,0,8000000,0.0000
57,GK,0,30000000,0.0000
252,LW,0,20000000,0.0000
58,RB,0,500000,0.0000
185,LB,0,10000000,0.0000
136,ST,0,40000000,0.0000
428,CAM,0,100000000,0.0000
349,CB,0,8000000,0.0000
28,CM,0,80000000,0.0000
489,CB,0,5000000,0.0000
416,LW,0,80000000,0.0000
412,CAM,0,20000000,0.0000
280,LB,0,3000000,0.0000
216,CF,0,500000,0.0000
66,CAM,0,30000000,0.0000
430,CB,0,20000000,0.0000
354,CDM,0,3000000,0.0000
115,ST,0,30000000,0.0000
267,CB,0,3000000,0.0000
420,LB,0,20000000,0.0000
420,LW,1,8000000,0.1250
492,CAM,0,20000000,0.0000
235,CB,0,500000,0.0000
142,GK,0,50000000,0.0000
181,LW,0,40000000,0.0000
193,CF,0,8000000,0.0000
300,CAM,0,2000000,0.0000
166,RW,1,3000000,0.3333
20,RW,0,100000000,0.0000
69,CF,1,10000000,0.1000
417,CM,0,2000000,0.0000
397,CDM,0,2000000,0.0000
257,CDM,0,5000000,0.0000
52,CB,0,1000000,0.0000
447,ST,1,2000000,0.5000
299,CM,0,500000,0.0000
474,RW,1,15000000,0.0667
455,CAM,0,20000000,0.0000
156,RW,1,500000,2.0000
27,CDM,0,5000000,0.0000
181,LB,0,1000000,0.0000
411,GK,0,1000000,0.0000
150,CB,0,120000000,0.0000
460,ST,0,100000000,0.0000
358,CM,1,1000000,1.0000
157,LW,0,3000000,0.0000
429,GK,0,60000000,0.0000
228,GK,0,60000000,0.0000
466,CAM,0,20000000,0.0000
444,CDM,0,3000000,0.0000
84,CF,1,15000000,0.0667
293,CDM,0,20000000,0.0000
429,RB,0,100000000,0.0000
210,CB,0,20000000,0.0000
445,CM,0,8000000,0.0000
297,RB,0,15000000,0.0000
180,CB,0,100000000,0.0000
37,CAM,0,5000000,0.0000
83,CDM,0,5000000,0.0000
482,LB,0,1000000,0.0000
276,LW,0,1000000,0.0000
467,LB,0,50000000,0.0000
41,CDM,0,2000000,0.0000
398,ST,0,5000000,0.0000
295,CM,0,8000000,0.0000
381,CB,0,80000000,0.0000
66,CDM,0,15000000,0.0000
379,ST,1,80000000,0.0125
78,ST,0,50000000,0.0000
484,RW,0,30000000,0.0000
489,CB,0,80000000,0.0000
141,CM,0,8000000,0.0000
15,CAM,0,10000000,0.0000
426,CM,0,3000000,0.0000
496,CDM,0,15000000,0.0000
362,LW,0,80000000,0.0000
126,CB,0,15000000,0.0000
102,CAM,0,150000000,0.0000
20,CDM,0,60000000,0.0000
343,CM,0,50000000,0.0000
127,LW,0,8000000,0.0000
308,CDM,0,500000,0.0000
346,RB,0,100000000,0.0000
230,CDM,0,8000000,0.0000
487,LW,0,2000000,0.0000
186,CM,0,60000000,0.0000
482,GK,0,150000000,0.0000
324,RW,1,1000000,1.0000
40,CB,0,500000,0.0000
402,RB,0,500000,0.0000
48,LB,0,20000000,0.0000
488,CDM,0,3000000,0.0000
330,RB,0,2000000,0.0000
268,LW,0,15000000,0.0000
353,CAM,0,500000,0.0000
165,CM,0,150000000,0.0000
267,LW,1,10000000,0.1000
72,LW,1,80000000,0.0125
289,LW,1,30000000,0.0333
475,LW,0,8000000,0.0000
160,LW,0,3000000,0.0000
326,CAM,0,50000000,0.0000
479,RB,0,10000000,0.0000
409,CM,0,40000000,0.0000
111,CB,0,5000000,0.0000
341,CM,0,150000000,0.0000
160,RW,0,150000000,0.0000
251,LW,0,3000000,0.0000
373,CDM,0,10000000,0.0000
301,RB,0,50000000,0.0000
357,LW,0,1000000,0.0000
20,CDM,0,5000000,0.0000
327,LW,0,3000000,0.0000
460,LW,0,50000000,0.0000
374,RB,0,100000000,0.0000
141,CAM,2,40000000,0.0500
374,CB,0,500000,0.0000
429,LW,0,5000000,0.0000
428,LB,0,8000000,0.0000
179,RW,0,100000000,0.0000
360,CM,0,10000000,0.0000
17,ST,0,8000000,0.0000
360,CB,0,500000,0.0000
84,CM,0,500000,0.0000
371,CDM,0,120000000,0.0000
304,GK,0,8000000,0.0000
67,LW,0,2000000,0.0000
103,ST,1,30000000,0.0333
3,CM,0,3000000,0.0000
391,ST,1,5000000,0.2000
178,CM,0,500000,0.0000
313,CAM,0,2000000,0.0000
197,LW,1,5000000,0.2000
239,RW,1,3000000,0.3333
6,CM,0,80000000,0.0000
400,CM,0,50000000,0.0000
173,ST,0,20000000,0.0000
236,CDM,0,50000000,0.0000
9,CM,0,1000000,0.0000
65,LW,0,80000000,0.0000
21,CB,0,1000000,0.0000
217,CDM,0,20000000,0.0000
356,RW,0,120000000,0.0000
466,LB,0,20000000,0.0000
50,LB,0,40000000,0.0000
278,CDM,0,500000,0.0000
273,LW,0,20000000,0.0000
107,LW,0,50000000,0.0000
320,CDM,0,80000000,0.0000
194,CAM,0,3000000,0.0000
181,RW,0,20000000,0.0000
258,CM,0,15000000,0.0000
148,GK,0,100000000,0.0000
97,CAM,0,15000000,0.0000
313,LB,1,120000000,0.0083
235,CDM,0,8000000,0.0000
296,CM,0,100000000,0.0000
126,CM,0,500000,0.0000
491,RB,0,3000000,0.0000
416,CDM,0,50000000,0.0000
434,RB,0,3000000,0.0000
136,CB,0,100000000,0.0000
404,CM,0,20000000,0.0000
366,RB,0,30000000,0.0000
312,RB,0,20000000,0.0000
370,CM,1,60000000,0.0167
444,ST,0,150000000,0.0000
115,CB,0,3000000,0.0000
380,LB,0,60000000,0.0000
497,RW,1,150000000,0.0067
21,CF,0,20000000,0.0000
300,RW,0,100000000,0.0000
43,CM,0,10000000,0.0000
399,CAM,0,100000000,0.0000
488,CAM,0,15000000,0.0000
4,RB,0,120000000,0.0000
327,LW,0,10000000,0.0000
53,LW,0,10000000,0.0000
167,CF,1,80000000,0.0125
373,CDM,0,100000000,0.0000
331,RW,1,20000000,0.0500
219,RW,0,10000000,0.0000
371,CM,0,120000000,0.0000
128,RB,0,60000000,0.0000
242,CB,0,40000000,0.0000
225,LB,0,20000000,0.0000
491,ST,0,10000000,0.0000
131,CAM,0,5000000,0.0000
9,CAM,0,150000000,0.0000
290,CB,0,3000000,0.0000
419,RB,0,5000000,0.0000
456,GK,0,30000000,0.0000
300,LW,1,100000000,0.0100
158,LB,0,1000000,0.0000
104,RB,0,20000000,0.0000
428,ST,0,100000000,0.0000
303,RW,0,8000000,0.0000
384,CF,0,10000000,0.0000
4,CDM,0,60000000,0.0000
118,CF,1,60000000,0.0167
66,CM,0,120000000,0.0000
215,LB,0,5000000,0.0000
207,CAM,0,40000000,0.0000
24,CM,1,150000000,0.0067
496,CM,0,100000000,0.0000
166,LW,0,3000000,0.0000
338,CB,0,60000000,0.0000
169,LW,0,150000000,0.0000
383,ST,0,1000000,0.0000
204,RB,0,120000000,0.0000
319,RB,0,3000000,0.0000
175,RW,1,100000000,0.0100
329,GK,0,5000000,0.0000
232,CM,0,150000000,0.0000
270,CAM,0,150000000,0.0000
326,CAM,0,15000000,0.0000
492,CF,0,30000000,0.0000
39,RB,0,30000000,0.0000
392,CF,0,60000000,0.0000
116,CF,2,5000000,0.4000
327,CB,0,150000000,0.0000
79,CB,0,20000000,0.0000
449,LW,0,30000000,0.0000
30,CAM,0,20000000,0.0000
7,CB,0,15000000,0.0000
288,CAM,0,60000000,0.0000
295,CB,0,50000000,0.0000
437,CM,1,1000000,1.0000
323,ST,0,30000000,0.0000
229,RW,1,100000000,0.0100
433,CM,0,40000000,0.0000
161,CAM,0,60000000,0.0000
9,CB,1,30000000,0.0333
102,CB,0,60000000,0.0000
433,CF,2,2000000,1.0000
254,LB,0,15000000,0.0000
430,CM,0,10000000,0.0000
362,RW,0,20000000,0.0000
165,ST,1,5000000,0.2000
369,CDM,0,15000000,0.0000
489,CF,0,100000000,0.0000
292,RB,0,120000000,0.0000
170,LB,0,80000000,0.0000
301,CB,0,2000000,0.0000
374,CB,0,3000000,0.0000
94,CB,0,8000000,0.0000
332,CAM,0,100000000,0.0000
49,CB,1,500000,2.0000
97,CAM,0,8000000,0.0000
362,RW,0,150000000,0.0000
56,CDM,0,150000000,0.0000
476,LW,0,100000000,0.0000
97,RW,1,50000000,0.0200
388,CM,0,30000000,0.0000
252,GK,0,40000000,0.0000
271,RW,0,2000000,0.0000
25,CF,1,10000000,0.1000
349,LW,0,3000000,0.0000
293,CAM,0,1000000,0.0000
200,RW,0,60000000,0.0000
105,ST,1,80000000,0.0125
308,GK,0,1000000,0.0000
462,RW,0,8000000,0.0000
56,RW,1,10000000,0.1000
56,CB,0,60000000,0.0000
306,RW,0,10000000,0.0000
180,CM,0,60000000,0.0000
13,ST,0,15000000,0.0000
351,CB,0,500000,0.0000
4,CDM,0,1000000,0.0000
333,RW,0,60000000,0.0000
246,ST,1,100000000,0.0100
452,CB,0,80000000,0.0000
65,RW,0,10000000,0.0000
173,RB,0,5000000,0.0000
461,CM,1,50000000,0.0200
464,RW,0,80000000,0.0000
93,ST,0,10000000,0.0000
295,RW,0,5000000,0.0000
347,CB,0,2000000,0.0000
381,CB,0,30000000,0.0000
149,RB,0,8000000,0.0000
359,CF,0,3000000,0.0000
245,LB,0,50000000,0.0000
454,CDM,0,50000000,0.0000
493,CAM,0,2000000,0.0000
99,CM,0,500000,0.0000
21,RB,0,2000000,0.0000
195,CDM,0,60000000,0.0000
283,LB,0,20000000,0.0000
416,CB,0,15000000,0.0000
371,GK,0,2000000,0.0000
29,LW,0,2000000,0.0000
199,RB,0,10000000,0.0000
227,LB,0,2000000,0.0000
97,LB,0,15000000,0.0000
219,RB,0,15000000,0.0000
177,ST,0,80000000,0.0000
292,RB,0,100000000,0.0000
301,LB,0,80000000,0.0000
79,CB,0,80000000,0.0000
8,CM,0,5000000,0.0000
102,GK,0,8000000,0.0000
223,ST,1,120000000,0.0083
73,LB,0,10000000,0.0000
314,CB,0,150000000,0.0000
229,CDM,0,10000000,0.0000
285,CDM,0,10000000,0.0000
417,RW,1,120000000,0.0083
271,CM,0,20000000,0.0000
127,LB,0,40000000,0.0000
422,RW,0,3000000,0.0000
359,RW,1,30000000,0.0333
229,CAM,0,8000000,0.0000
146,CB,0,40000000,0.0000
282,GK,0,40000000,0.0000
453,CM,0,120000000,0.0000
387,CDM,0,40000000,0.0000
329,RW,1,2000000,0.5000
27,CAM,0,120000000,0.0000
10,CM,0,120000000,0.0000
299,CM,0,2000000,0.0000
137,CAM,0,60000000,0.0000
62,LW,0,500000,0.0000
381,ST,1,10000000,0.1000
291,ST,1,10000000,0.1000
369,RB,0,8000000,0.0000
437,GK,0,500000,0.0000
28,CDM,0,80000000,0.0000
155,CB,0,10000000,0.0000
234,ST,0,20000000,0.0000
16,GK,0,100000000,0.0000
369,CM,0,500000,0.0000
287,CF,1,15000000,0.0667
192,LW,0,5000000,0.0000
393,RB,0,80000000,0.0000
231,RW,0,1000000,0.0000
418,RW,1,2000000,0.5000
379,LB,0,120000000,0.0000
353,RW,0,15000000,0.0000
124,RW,1,10000000,0.1000
424,RW,0,2000000,0.0000
176,CDM,0,30000000,0.0000
180,GK,0,60000000,0.0000
14,CDM,0,2000000,0.0000
310,CF,0,40000000,0.0000
304,ST,0,150000000,0.0000
130,CAM,0,120000000,0.0000
57,LW,0,10000000,0.0000
94,LB,0,120000000,0.0000
