PlayerID,Age,Goals,Assists,Pass_Accuracy,DefensiveDuelsWon,Efficiency_Index,MarketValueEUR
96,17,0,0,87.32394,1,18.464789,80000000
96,33,0,0,87.32394,1,18.464789,100000000
96,20,0,0,87.32394,1,18.464789,15000000
96,35,0,0,87.32394,1,18.464789,1000000
96,20,0,0,87.32394,1,18.464789,8000000
96,26,0,0,87.32394,1,18.464789,150000000
96,18,0,0,87.32394,1,18.464789,50000000
96,17,0,0,87.32394,1,18.464789,30000000
96,35,0,0,87.32394,1,18.464789,15000000
96,24,0,0,87.32394,1,18.464789,30000000
96,23,0,0,87.32394,1,18.464789,8000000
96,23,0,0,87.32394,1,18.464789,15000000
96,36,0,0,87.32394,1,18.464789,5000000
96,22,0,0,87.32394,1,18.464789,100000000
96,32,0,0,87.32394,1,18.464789,8000000
96,32,0,0,87.32394,1,18.464789,50000000
96,22,0,0,87.32394,1,18.464789,150000000
96,23,0,0,87.32394,1,18.464789,10000000
96,33,0,0,87.32394,1,18.464789,100000000
96,27,0,0,87.32394,1,18.464789,80000000
96,34,0,0,87.32394,1,18.464789,80000000
96,33,0,0,87.32394,1,18.464789,80000000
96,24,0,0,87.32394,1,18.464789,20000000
96,24,0,0,87.32394,1,18.464789,3000000
96,19,0,0,87.32394,1,18.464789,20000000
96,32,0,0,87.32394,1,18.464789,2000000
96,35,0,0,87.32394,1,18.464789,5000000
96,19,0,0,87.32394,1,18.464789,40000000
96,23,0,0,87.32394,1,18.464789,80000000
96,23,0,0,87.32394,1,18.464789,60000000
96,19,0,0,87.32394,1,18.464789,50000000
96,19,0,0,87.32394,1,18.464789,15000000
96,27,0,0,87.32394,1,18.464789,20000000
96,19,0,0,87.32394,1,18.464789,150000000
96,18,0,0,87.32394,1,18.464789,150000000
96,28,0,0,87.32394,1,18.464789,60000000
96,27,0,0,87.32394,1,18.464789,100000000
96,20,0,0,87.32394,1,18.464789,120000000
96,22,0,0,87.32394,1,18.464789,150000000
96,25,0,0,87.32394,1,18.464789,5000000
96,25,0,0,87.32394,1,18.464789,40000000
96,29,0,0,87.32394,1,18.464789,60000000
187,25,3,0,61.76471,1,25.352941,100000000
187,29,3,0,61.76471,1,25.352941,100000000
187,22,3,0,61.76471,1,25.352941,50000000
187,32,3,0,61.76471,1,25.352941,8000000
187,20,3,0,61.76471,1,25.352941,30000000
187,31,3,0,61.76471,1,25.352941,1000000
187,28,3,0,61.76471,1,25.352941,8000000
187,32,3,0,61.76471,1,25.352941,10000000
187,23,3,0,61.76471,1,25.352941,50000000
187,19,3,0,61.76471,1,25.352941,500000
187,21,3,0,61.76471,1,25.352941,1000000
187,31,3,0,61.76471,1,25.352941,5000000
187,19,3,0,61.76471,1,25.352941,40000000
187,24,3,0,61.76471,1,25.352941,8000000
187,21,3,0,61.76471,1,25.352941,30000000
187,24,3,0,61.76471,1,25.352941,150000000
187,22,3,0,61.76471,1,25.352941,8000000
187,17,3,0,61.76471,1,25.352941,5000000
187,30,3,0,61.76471,1,25.352941,50000000
187,35,3,0,61.76471,1,25.352941,120000000
187,33,3,0,61.76471,1,25.352941,120000000
187,31,3,0,61.76471,1,25.352941,100000000
187,33,3,0,61.76471,1,25.352941,3000000
187,36,3,0,61.76471,1,25.352941,5000000
187,17,3,0,61.76471,1,25.352941,2000000
187,32,3,0,61.76471,1,25.352941,30000000
187,19,3,0,61.76471,1,25.352941,30000000
187,23,3,0,61.76471,1,25.352941,150000000
187,19,3,0,61.76471,1,25.352941,80000000
187,27,3,0,61.76471,1,25.352941,120000000
187,34,3,0,61.76471,1,25.352941,2000000
187,24,3,0,61.76471,1,25.352941,120000000
187,31,3,0,61.76471,1,25.352941,50000000
187,28,3,0,61.76471,1,25.352941,30000000
187,25,3,0,61.76471,1,25.352941,60000000
187,21,3,0,61.76471,1,25.352941,8000000
187,23,3,0,61.76471,1,25.352941,3000000
187,26,3,0,61.76471,1,25.352941,50000000
75,21,0,0,78.68852,2,17.737705,120000000
75,23,0,0,78.68852,2,17.737705,5000000
75,25,0,0,78.68852,2,17.737705,5000000
75,34,0,0,78.68852,2,17.737705,500000
75,36,0,0,78.68852,2,17.737705,50000000
75,33,0,0,78.68852,2,17.737705,60000000
75,17,0,0,78.68852,2,17.737705,80000000
75,17,0,0,78.68852,2,17.737705,100000000
75,30,0,0,78.68852,2,17.737705,80000000
75,22,0,0,78.68852,2,17.737705,30000000
75,24,0,0,78.68852,2,17.737705,10000000
75,19,0,0,78.68852,2,17.737705,1000000
75,21,0,0,78.68852,2,17.737705,20000000
75,19,0,0,78.68852,2,17.737705,8000000
75,24,0,0,78.68852,2,17.737705,120000000
75,19,0,0,78.68852,2,17.737705,100000000
75,29,0,0,78.68852,2,17.737705,1000000
75,21,0,0,78.68852,2,17.737705,20000000
75,32,0,0,78.68852,2,17.737705,100000000
75,32,0,0,78.68852,2,17.737705,30000000
75,31,0,0,78.68852,2,17.737705,80000000
75,24,0,0,78.68852,2,17.737705,3000000
75,24,0,0,78.68852,2,17.737705,15000000
75,22,0,0,78.68852,2,17.737705,40000000
75,34,0,0,78.68852,2,17.737705,20000000
75,31,0,0,78.68852,2,17.737705,500000
75,27,0,0,78.68852,2,17.737705,2000000
75,26,0,0,78.68852,2,17.737705,50000000
75,31,0,0,78.68852,2,17.737705,1000000
75,32,0,0,78.68852,2,17.737705,1000000
75,30,0,0,78.68852,2,17.737705,3000000
75,22,0,0,78.68852,2,17.737705,30000000
75,26,0,0,78.68852,2,17.737705,1000000
75,28,0,0,78.68852,2,17.737705,2000000
75,28,0,0,78.68852,2,17.737705,1000000
75,36,0,0,78.68852,2,17.737705,40000000
75,24,0,0,78.68852,2,17.737705,2000000
75,33,0,0,78.68852,2,17.737705,150000000
75,17,0,0,78.68852,2,17.737705,10000000
75,20,0,0,78.68852,2,17.737705,40000000
75,22,0,0,78.68852,2,17.737705,5000000
403,25,0,0,56.66667,2,13.333333,1000000
403,24,0,0,56.66667,2,13.333333,3000000
403,26,0,0,56.66667,2,13.333333,3000000
403,27,0,0,56.66667,2,13.333333,50000000
403,29,0,0,56.66667,2,13.333333,80000000
403,20,0,0,56.66667,2,13.333333,15000000
403,26,0,0,56.66667,2,13.333333,30000000
403,31,0,0,56.66667,2,13.333333,8000000
403,23,0,0,56.66667,2,13.333333,3000000
403,27,0,0,56.66667,2,13.333333,120000000
403,23,0,0,56.66667,2,13.333333,50000000
403,20,0,0,56.66667,2,13.333333,60000000
403,27,0,0,56.66667,2,13.333333,1000000
403,31,0,0,56.66667,2,13.333333,60000000
403,34,0,0,56.66667,2,13.333333,40000000
403,27,0,0,56.66667,2,13.333333,60000000
403,26,0,0,56.66667,2,13.333333,20000000
403,25,0,0,56.66667,2,13.333333,2000000
403,30,0,0,56.66667,2,13.333333,120000000
403,32,0,0,56.66667,2,13.333333,15000000
403,33,0,0,56.66667,2,13.333333,150000000
403,31,0,0,56.66667,2,13.333333,60000000
403,30,0,0,56.66667,2,13.333333,20000000
403,23,0,0,56.66667,2,13.333333,20000000
403,28,0,0,56.66667,2,13.333333,2000000
403,28,0,0,56.66667,2,13.333333,50000000
403,34,0,0,56.66667,2,13.333333,100000000
403,17,0,0,56.66667,2,13.333333,10000000
403,21,0,0,56.66667,2,13.333333,15000000
403,26,0,0,56.66667,2,13.333333,1000000
403,30,0,0,56.66667,2,13.333333,5000000
403,19,0,0,56.66667,2,13.333333,1000000
403,24,0,0,56.66667,2,13.333333,8000000
403,29,0,0,56.66667,2,13.333333,500000
403,25,0,0,56.66667,2,13.333333,3000000
403,33,0,0,56.66667,2,13.333333,5000000
403,30,0,0,56.66667,2,13.333333,500000
403,36,0,0,56.66667,2,13.333333,150000000
403,30,0,0,56.66667,2,13.333333,30000000
403,25,0,0,56.66667,2,13.333333,10000000
403,25,0,0,56.66667,2,13.333333,500000
403,23,0,0,56.66667,2,13.333333,3000000
403,23,0,0,56.66667,2,13.333333,500000
403,30,0,0,56.66667,2,13.333333,5000000
403,25,0,0,56.66667,2,13.333333,15000000
403,29,0,0,56.66667,2,13.333333,100000000
403,35,0,0,56.66667,2,13.333333,40000000
403,18,0,0,56.66667,2,13.333333,1000000
403,20,0,0,56.66667,2,13.333333,20000000
403,21,0,0,56.66667,2,13.333333,120000000
403,17,0,0,56.66667,2,13.333333,2000000
403,34,0,0,56.66667,2,13.333333,3000000
231,25,0,0,76.47059,0,15.294118,50000000
231,27,0,0,76.47059,0,15.294118,10000000
231,29,0,0,76.47059,0,15.294118,100000000
231,22,0,0,76.47059,0,15.294118,1000000
231,29,0,0,76.47059,0,15.294118,10000000
231,34,0,0,76.47059,0,15.294118,3000000
231,28,0,0,76.47059,0,15.294118,8000000
231,34,0,0,76.47059,0,15.294118,120000000
231,35,0,0,76.47059,0,15.294118,500000
231,28,0,0,76.47059,0,15.294118,40000000
231,31,0,0,76.47059,0,15.294118,100000000
231,24,0,0,76.47059,0,15.294118,80000000
231,31,0,0,76.47059,0,15.294118,120000000
231,35,0,0,76.47059,0,15.294118,20000000
231,17,0,0,76.47059,0,15.294118,500000
231,32,0,0,76.47059,0,15.294118,40000000
231,26,0,0,76.47059,0,15.294118,5000000
231,23,0,0,76.47059,0,15.294118,2000000
231,30,0,0,76.47059,0,15.294118,5000000
231,24,0,0,76.47059,0,15.294118,10000000
231,33,0,0,76.47059,0,15.294118,60000000
231,33,0,0,76.47059,0,15.294118,15000000
231,18,0,0,76.47059,0,15.294118,30000000
231,30,0,0,76.47059,0,15.294118,2000000
231,19,0,0,76.47059,0,15.294118,30000000
231,18,0,0,76.47059,0,15.294118,20000000
231,34,0,0,76.47059,0,15.294118,30000000
231,22,0,0,76.47059,0,15.294118,15000000
231,21,0,0,76.47059,0,15.294118,500000
231,19,0,0,76.47059,0,15.294118,500000
231,24,0,0,76.47059,0,15.294118,120000000
231,36,0,0,76.47059,0,15.294118,100000000
231,18,0,0,76.47059,0,15.294118,5000000
231,27,0,0,76.47059,0,15.294118,100000000
231,28,0,0,76.47059,0,15.294118,100000000
231,25,0,0,76.47059,0,15.294118,5000000
231,30,0,0,76.47059,0,15.294118,80000000
231,22,0,0,76.47059,0,15.294118,60000000
231,21,0,0,76.47059,0,15.294118,40000000
231,31,0,0,76.47059,0,15.294118,2000000
231,19,0,0,76.47059,0,15.294118,150000000
231,29,0,0,76.47059,0,15.294118,1000000
296,34,0,0,83.58209,8,24.716418,8000000
296,24,0,0,83.58209,8,24.716418,2000000
296,31,0,0,83.58209,8,24.716418,20000000
296,24,0,0,83.58209,8,24.716418,100000000
296,32,0,0,83.58209,8,24.716418,60000000
296,35,0,0,83.58209,8,24.716418,2000000
296,18,0,0,83.58209,8,24.716418,150000000
296,21,0,0,83.58209,8,24.716418,5000000
296,28,0,0,83.58209,8,24.716418,50000000
296,32,0,0,83.58209,8,24.716418,3000000
296,33,0,0,83.58209,8,24.716418,8000000
296,22,0,0,83.58209,8,24.716418,20000000
296,32,0,0,83.58209,8,24.716418,30000000
296,32,0,0,83.58209,8,24.716418,40000000
296,35,0,0,83.58209,8,24.716418,50000000
296,34,0,0,83.58209,8,24.716418,100000000
296,28,0,0,83.58209,8,24.716418,120000000
296,27,0,0,83.58209,8,24.716418,150000000
296,26,0,0,83.58209,8,24.716418,50000000
296,32,0,0,83.58209,8,24.716418,60000000
296,26,0,0,83.58209,8,24.716418,3000000
296,34,0,0,83.58209,8,24.716418,120000000
296,35,0,0,83.58209,8,24.716418,1000000
296,19,0,0,83.58209,8,24.716418,60000000
296,29,0,0,83.58209,8,24.716418,5000000
296,26,0,0,83.58209,8,24.716418,80000000
296,21,0,0,83.58209,8,24.716418,5000000
296,35,0,0,83.58209,8,24.716418,2000000
296,34,0,0,83.58209,8,24.716418,80000000
296,32,0,0,83.58209,8,24.716418,40000000
296,36,0,0,83.58209,8,24.716418,60000000
296,32,0,0,83.58209,8,24.716418,120000000
296,19,0,0,83.58209,8,24.716418,1000000
296,29,0,0,83.58209,8,24.716418,100000000
296,26,0,0,83.58209,8,24.716418,80000000
296,34,0,0,83.58209,8,24.716418,50000000
296,33,0,0,83.58209,8,24.716418,80000000
296,25,0,0,83.58209,8,24.716418,100000000
296,32,0,0,83.58209,8,24.716418,150000000
296,23,0,0,83.58209,8,24.716418,100000000
296,29,0,0,83.58209,8,24.716418,150000000
296,19,0,0,83.58209,8,24.716418,20000000
296,28,0,0,83.58209,8,24.716418,3000000
296,31,0,0,83.58209,8,24.716418,100000000
296,18,0,0,83.58209,8,24.716418,100000000
296,23,0,0,83.58209,8,24.716418,60000000
296,32,0,0,83.58209,8,24.716418,15000000
196,31,0,0,74.24242,9,23.848485,5000000
196,18,0,0,74.24242,9,23.848485,20000000
196,29,0,0,74.24242,9,23.848485,2000000
196,30,0,0,74.24242,9,23.848485,30000000
196,28,0,0,74.24242,9,23.848485,500000
196,27,0,0,74.24242,9,23.848485,100000000
196,32,0,0,74.24242,9,23.848485,500000
196,20,0,0,74.24242,9,23.848485,40000000
196,32,0,0,74.24242,9,23.848485,1000000
196,22,0,0,74.24242,9,23.848485,500000
196,28,0,0,74.24242,9,23.848485,8000000
196,27,0,0,74.24242,9,23.848485,150000000
196,21,0,0,74.24242,9,23.848485,1000000
196,32,0,0,74.24242,9,23.848485,500000
196,20,0,0,74.24242,9,23.848485,10000000
196,18,0,0,74.24242,9,23.848485,2000000
196,34,0,0,74.24242,9,23.848485,15000000
196,33,0,0,74.24242,9,23.848485,2000000
196,35,0,0,74.24242,9,23.848485,2000000
196,28,0,0,74.24242,9,23.848485,1000000
196,21,0,0,74.24242,9,23.848485,30000000
196,23,0,0,74.24242,9,23.848485,150000000
196,32,0,0,74.24242,9,23.848485,30000000
196,32,0,0,74.24242,9,23.848485,8000000
196,34,0,0,74.24242,9,23.848485,1000000
196,22,0,0,74.24242,9,23.848485,10000000
196,34,0,0,74.24242,9,23.848485,20000000
196,17,0,0,74.24242,9,23.848485,20000000
196,23,0,0,74.24242,9,23.848485,50000000
196,29,0,0,74.24242,9,23.848485,30000000
196,18,0,0,74.24242,9,23.848485,60000000
196,30,0,0,74.24242,9,23.848485,20000000
196,17,0,0,74.24242,9,23.848485,15000000
196,32,0,0,74.24242,9,23.848485,20000000
196,33,0,0,74.24242,9,23.848485,80000000
83,27,0,1,91.04478,3,24.208955,40000000
83,18,0,1,91.04478,3,24.208955,40000000
83,26,0,1,91.04478,3,24.208955,5000000
83,24,0,1,91.04478,3,24.208955,100000000
83,21,0,1,91.04478,3,24.208955,150000000
83,25,0,1,91.04478,3,24.208955,30000000
83,31,0,1,91.04478,3,24.208955,10000000
83,33,0,1,91.04478,3,24.208955,15000000
83,32,0,1,91.04478,3,24.208955,1000000
83,30,0,1,91.04478,3,24.208955,150000000
83,29,0,1,91.04478,3,24.208955,120000000
83,19,0,1,91.04478,3,24.208955,2000000
83,26,0,1,91.04478,3,24.208955,8000000
83,22,0,1,91.04478,3,24.208955,20000000
83,18,0,1,91.04478,3,24.208955,150000000
83,18,0,1,91.04478,3,24.208955,15000000
83,23,0,1,91.04478,3,24.208955,100000000
83,31,0,1,91.04478,3,24.208955,20000000
83,21,0,1,91.04478,3,24.208955,15000000
83,27,0,1,91.04478,3,24.208955,10000000
83,33,0,1,91.04478,3,24.208955,100000000
83,31,0,1,91.04478,3,24.208955,2000000
83,28,0,1,91.04478,3,24.208955,80000000
83,23,0,1,91.04478,3,24.208955,10000000
83,33,0,1,91.04478,3,24.208955,30000000
83,20,0,1,91.04478,3,24.208955,15000000
83,18,0,1,91.04478,3,24.208955,150000000
83,23,0,1,91.04478,3,24.208955,3000000
83,26,0,1,91.04478,3,24.208955,10000000
83,22,0,1,91.04478,3,24.208955,150000000
83,18,0,1,91.04478,3,24.208955,40000000
83,28,0,1,91.04478,3,24.208955,500000
83,26,0,1,91.04478,3,24.208955,2000000
83,20,0,1,91.04478,3,24.208955,120000000
83,19,0,1,91.04478,3,24.208955,30000000
83,21,0,1,91.04478,3,24.208955,1000000
83,26,0,1,91.04478,3,24.208955,8000000
83,32,0,1,91.04478,3,24.208955,8000000
212,17,0,0,94.64286,0,18.928571,5000000
212,19,0,0,94.64286,0,18.928571,8000000
212,30,0,0,94.64286,0,18.928571,40000000
212,18,0,0,94.64286,0,18.928571,100000000
212,20,0,0,94.64286,0,18.928571,80000000
212,18,0,0,94.64286,0,18.928571,40000000
212,29,0,0,94.64286,0,18.928571,100000000
212,29,0,0,94.64286,0,18.928571,20000000
212,18,0,0,94.64286,0,18.928571,120000000
212,22,0,0,94.64286,0,18.928571,2000000
212,28,0,0,94.64286,0,18.928571,100000000
212,36,0,0,94.64286,0,18.928571,60000000
212,26,0,0,94.64286,0,18.928571,1000000
212,34,0,0,94.64286,0,18.928571,10000000
212,30,0,0,94.64286,0,18.928571,3000000
212,32,0,0,94.64286,0,18.928571,40000000
212,31,0,0,94.64286,0,18.928571,3000000
212,26,0,0,94.64286,0,18.928571,2000000
212,28,0,0,94.64286,0,18.928571,1000000
212,35,0,0,94.64286,0,18.928571,1000000
212,27,0,0,94.64286,0,18.928571,50000000
212,35,0,0,94.64286,0,18.928571,80000000
212,24,0,0,94.64286,0,18.928571,10000000
212,20,0,0,94.64286,0,18.928571,150000000
212,34,0,0,94.64286,0,18.928571,500000
212,26,0,0,94.64286,0,18.928571,15000000
212,33,0,0,94.64286,0,18.928571,80000000
212,36,0,0,94.64286,0,18.928571,50000000
212,26,0,0,94.64286,0,18.928571,500000
212,34,0,0,94.64286,0,18.928571,2000000
212,33,0,0,94.64286,0,18.928571,50000000
212,31,0,0,94.64286,0,18.928571,20000000
212,20,0,0,94.64286,0,18.928571,50000000
212,18,0,0,94.64286,0,18.928571,500000
212,18,0,0,94.64286,0,18.928571,3000000
212,34,0,0,94.64286,0,18.928571,3000000
212,19,0,0,94.64286,0,18.928571,30000000
212,34,0,0,94.64286,0,18.928571,15000000
212,36,0,0,94.64286,0,18.928571,2000000
212,31,0,0,94.64286,0,18.928571,50000000
33,32,0,0,100.00000,0,20.000000,1000000
33,35,0,0,100.00000,0,20.000000,3000000
33,19,0,0,100.00000,0,20.000000,8000000
33,27,0,0,100.00000,0,20.000000,100000000
33,36,0,0,100.00000,0,20.000000,8000000
33,28,0,0,100.00000,0,20.000000,80000000
33,31,0,0,100.00000,0,20.000000,15000000
33,19,0,0,100.00000,0,20.000000,30000000
33,29,0,0,100.00000,0,20.000000,80000000
33,19,0,0,100.00000,0,20.000000,500000
33,33,0,0,100.00000,0,20.000000,150000000
33,17,0,0,100.00000,0,20.000000,10000000
33,20,0,0,100.00000,0,20.000000,15000000
33,33,0,0,100.00000,0,20.000000,40000000
33,29,0,0,100.00000,0,20.000000,2000000
33,19,0,0,100.00000,0,20.000000,40000000
33,32,0,0,100.00000,0,20.000000,80000000
33,30,0,0,100.00000,0,20.000000,30000000
33,19,0,0,100.00000,0,20.000000,500000
33,26,0,0,100.00000,0,20.000000,10000000
33,34,0,0,100.00000,0,20.000000,80000000
33,19,0,0,100.00000,0,20.000000,3000000
33,26,0,0,100.00000,0,20.000000,3000000
33,20,0,0,100.00000,0,20.000000,100000000
33,36,0,0,100.00000,0,20.000000,120000000
33,20,0,0,100.00000,0,20.000000,120000000
33,32,0,0,100.00000,0,20.000000,100000000
33,29,0,0,100.00000,0,20.000000,30000000
33,36,0,0,100.00000,0,20.000000,80000000
33,22,0,0,100.00000,0,20.000000,150000000
33,25,0,0,100.00000,0,20.000000,50000000
33,36,0,0,100.00000,0,20.000000,50000000
33,28,0,0,100.00000,0,20.000000,50000000
336,29,0,0,95.83333,0,19.166667,30000000
336,30,0,0,95.83333,0,19.166667,60000000
336,21,0,0,95.83333,0,19.166667,100000000
336,24,0,0,95.83333,0,19.166667,8000000
336,28,0,0,95.83333,0,19.166667,10000000
336,31,0,0,95.83333,0,19.166667,60000000
336,22,0,0,95.83333,0,19.166667,3000000
336,31,0,0,95.83333,0,19.166667,30000000
336,19,0,0,95.83333,0,19.166667,30000000
336,24,0,0,95.83333,0,19.166667,60000000
336,27,0,0,95.83333,0,19.166667,80000000
336,26,0,0,95.83333,0,19.166667,500000
336,23,0,0,95.83333,0,19.166667,2000000
336,26,0,0,95.83333,0,19.166667,8000000
336,19,0,0,95.83333,0,19.166667,10000000
336,30,0,0,95.83333,0,19.166667,10000000
336,30,0,0,95.83333,0,19.166667,30000000
336,19,0,0,95.83333,0,19.166667,50000000
336,29,0,0,95.83333,0,19.166667,100000000
336,29,0,0,95.83333,0,19.166667,3000000
336,18,0,0,95.83333,0,19.166667,3000000
336,31,0,0,95.83333,0,19.166667,80000000
336,19,0,0,95.83333,0,19.166667,5000000
336,22,0,0,95.83333,0,19.166667,5000000
336,24,0,0,95.83333,0,19.166667,1000000
336,31,0,0,95.83333,0,19.166667,150000000
336,33,0,0,95.83333,0,19.166667,3000000
336,36,0,0,95.83333,0,19.166667,8000000
336,35,0,0,95.83333,0,19.166667,5000000
336,20,0,0,95.83333,0,19.166667,500000
336,17,0,0,95.83333,0,19.166667,2000000
336,32,0,0,95.83333,0,19.166667,500000
336,17,0,0,95.83333,0,19.166667,3000000
336,32,0,0,95.83333,0,19.166667,500000
336,31,0,0,95.83333,0,19.166667,1000000
336,31,0,0,95.83333,0,19.166667,150000000
336,17,0,0,95.83333,0,19.166667,50000000
336,34,0,0,95.83333,0,19.166667,2000000
18,27,0,0,86.53846,2,19.307692,120000000
18,36,0,0,86.53846,2,19.307692,40000000
18,31,0,0,86.53846,2,19.307692,100000000
18,29,0,0,86.53846,2,19.307692,150000000
18,35,0,0,86.53846,2,19.307692,500000
18,30,0,0,86.53846,2,19.307692,8000000
18,32,0,0,86.53846,2,19.307692,2000000
18,23,0,0,86.53846,2,19.307692,120000000
18,17,0,0,86.53846,2,19.307692,120000000
18,31,0,0,86.53846,2,19.307692,30000000
18,22,0,0,86.53846,2,19.307692,1000000
18,26,0,0,86.53846,2,19.307692,2000000
