PlayerID,PlayerName,Age,Height,Weight,PreferredFoot,Nationality,ClubName,LeagueName,LeagueCountry,UEFACoefficient,PositionName,PositionGroup,MarketValueEUR,WageEUR,Matches,MinutesPlayed,Goals,Assists,GoalContribution,xG,xA,PassAccuracy,KeyPasses,TacklesWon,Interceptions,DefensiveDuelsWon,Shots,ShotsOnTarget,DribblesCompleted,ProgressivePasses,ProgressiveCarries,GoalValueRatio,PerformanceScore
136,"Thiago Jansen",27,176,70,Right,"Ivory Coast","South FC","Premier Division",Germany,92.5,CAM,Midfielder,85395800.0000,24516.0000,132,10811,20,27,47,21.77,28.36,84.04,10.99,9.2,6.56,273.5,11.16,165.2,8.54,23.849999999999998,19.07,0.00000004872000000000001,62.022000000000006
155,"Erik Carvalho",20,178,73,Right,Netherlands,"FC United FC","Premier Division",England,92.5,CDM,Midfielder,42136000.0000,9560.0000,39,3478,4,8,12,7.59,7.95,75.2,2.6,2.17,4.109999999999999,106.3,2.58,66.7,4.35,7.23,4.74,0.0000001124,43.86
167,"Jamal Toure",24,180,86,Right,Belgium,"FC United FC","Premier Division",England,92.5,RW,Forward,33798200.0000,12110.0000,111,8089,35,13,48,38.21,11.06,79.78,7.79,2.79,3.0500000000000003,226.70000000000002,12.040000000000001,211.7,11.69,15.11,10.190000000000001,0.00000021004000000000002,55.410000000000004
169,"Leon Lefevre",25,178,69,Left,"Ivory Coast","United AFC","Premier Division",France,92.5,LW,Forward,63616250.0000,22965.0000,117,7657,39,15,54,41.03,17.880000000000003,78.07499999999999,7.380000000000001,3.21,2.4499999999999997,174.4,11.740000000000002,173,7.03,8.99,11.350000000000001,0.0000002261,72.6
177,"Finn Bernard",19,181,58,Right,Belgium,"South FC","Premier Division",England,92.5,CM,Midfielder,36072000.0000,13443.3333,65,5137,3,9,12,4.85,10.62,79.33333333333333,7.95,5.84,4.18,167.2,3.7699999999999996,115.5,6.83,18.08,7.4,0.000000029333333333333335,39.57666666666667
185,"Andre Pereira",24,177,65,Right,Croatia,"FC United FC","Premier Division",England,92.5,ST,Forward,72390000.0000,22475.0000,103,8343,37,11,48,41.28,8.06,77.7,4.859999999999999,3.46,2.48,177.60000000000002,11.430000000000001,159.3,9.34,11.04,14.43,0.000000154975,66.96
186,"Tomas Lefevre",23,183,84,Right,England,"Inter City FC","Serie Nazionale",Italy,92.5,GK,Goalkeeper,30757250.0000,10312.5000,94,7140,0,0,0,0,1.01,72.67500000000001,0.56,0.7,1.12,137.5,0,0,0,10.809999999999999,1.21,0,12.875
191,"Omar Kovac",18,175,80,Right,"South Korea","Dynamo Rangers","Premier Division",England,92.5,ST,Forward,69629800.0000,18594.0000,132,10541,38,22,60,42.92,21.259999999999998,78.38000000000001,5.86,2.7600000000000002,1.78,241.49999999999997,19.11,170.49999999999997,12.760000000000002,12.9,14.5,0.00000012242,65.982
206,"Carlos Dubois",18,185,79,Right,Switzerland,"West Villans","Premier Division",Netherlands,92.5,RB,Defender,19926750.0000,6040.0000,99,7453,3,7,10,3.74,6.469999999999999,78.725,3.12,14.33,9.16,234.6,3.44,168.09999999999997,2.61,15.290000000000001,9.82,0.000000031075,33.2625
209,"Pedro Fischer",23,176,73,Right,Brazil,"Inter City FC","Premier Division",England,92.5,CM,Midfielder,65609600.0000,11860.0000,143,11335,29,30,59,29.83,34,83.08,7.29,7.989999999999999,6.499999999999999,235.4,7.639999999999999,156.60000000000002,8.05,28.82,16.68,0.00000009066,70.54
210,"Yannick Schmidt",23,180,76,Right,Nigeria,"Red Star United FC","Premier Division",England,92.5,CDM,Midfielder,60962000.0000,18620.0000,76,6362,13,19,32,14.19,17.29,83.1,9.04,5.069999999999999,5.069999999999999,204,9.06,128.6,8.85,23.67,11.55,0.000000038725,53.8225
212,"Lucas Horvat",25,175,64,Right,"South Korea","Royal FC","Premier Division",Germany,92.5,LW,Forward,64429000.0000,18920.0000,137,10990,44,17,61,45.449999999999996,18.970000000000002,78.44,6.01,2.61,1.83,224.5,13.55,189,13.5,12.330000000000002,14.91,0.00000017204,66.99
214,"Jamal Horvat",34,181,78,Left,Portugal,"Red Star United FC","Premier Division",England,92.5,ST,Forward,61157500.0000,12965.0000,60,5270,14,6,20,15.85,6.24,78.6,1.79,1.25,0.45,67.9,6.01,70.7,2.8699999999999997,5.720000000000001,6.57,0.0000001278,59.165
219,"Ivan de Vries",20,182,76,Right,"Ivory Coast","Inter City FC","Premier Division",England,92.5,ST,Forward,58032400.0000,15200.0000,127,9592,37,14,51,37.85,16.18,74.38,8.639999999999999,2.54,3.85,224,13.530000000000001,196.20000000000002,8.190000000000001,14.51,18.5,0.00000014848,59.68399999999999
226,"Finn Pereira",30,190,98,Right,Argentina,"Inter City FC","Premier Division",England,92.5,LB,Defender,37666333.3333,14233.3333,66,4903,4,7,11,5.46,7.8,77.9,3.18,7.59,5.55,201.5,2.5700000000000003,128,3.33,15.14,3.92,0.000000046566666666666673,36.050000000000004
234,"Kylian Muller",29,190,90,Right,Spain,"Olympic Albion","Premier Division",Spain,92.5,RB,Defender,19203600.0000,4348.0000,115,8308,6,5,11,6.76,7.89,81.58,4.42,15.170000000000002,12.48,319.59999999999997,1.5399999999999998,187.3,4,27.17,9.52,0.00000007004,31.968000000000007
255,"Callum Schmidt",23,192,80,Right,USA,"West City FC","Premier Division",England,92.5,GK,Goalkeeper,20800500.0000,7712.5000,74,6162,0,1,1,0,1.6399999999999997,77.82499999999999,0.38,0.55,1.48,130.8,0,0,0,14.84,0.52,0,13.6775
262,"Lars Moreau",26,184,85,Left,Brazil,"United AFC","Premier Division",Germany,92.5,LB,Defender,41008800.0000,10942.0000,147,11049,7,14,21,7.09,13.34,80.47999999999999,3.2,11.26,9.549999999999999,307.59999999999997,3.86,180.60000000000002,2.0999999999999996,26.67,7.6899999999999995,0.00000003566,39.424
265,"Ivan Santos",30,190,90,Right,Egypt,"Union Rovers","Premier Division",Spain,92.5,RB,Defender,19353333.3333,6506.6667,84,6521,3,5,8,4.39,5.409999999999999,82.1,1.58,7.25,5.12,214,0.87,80.19999999999999,0.6799999999999999,15.870000000000001,6.9799999999999995,0.00000005426666666666667,33.70333333333333
278,"Dario Mensah",27,173,67,Left,"Ivory Coast","Olympic FC","Premier Division",France,92.5,CM,Midfielder,27448000.0000,8274.0000,139,9408,12,26,38,13.059999999999999,26.94,84.1,12.47,9.120000000000001,8,286.7,8,146.79999999999998,10.620000000000001,36.64,21.85,0.00000012946,56.29600000000001
288,"Noah Romano",25,179,79,Right,Brazil,"South SC","Premier Division",Netherlands,92.5,RB,Defender,51774200.0000,18932.0000,123,9358,5,14,19,7.78,14.77,84.74,3.05,9.55,14.88,317,2.8000000000000003,182.70000000000002,1.91,17.169999999999998,12.93,0.00000002636,37.36399999999999
291,"Kwame Almeida",32,174,74,Right,Italy,"South AFC","Premier Division",Spain,92.5,CAM,Midfielder,33078800.0000,7132.0000,141,9601,26,27,53,25.39,31.27,78.66,9.54,8.89,9.24,290.7,11.2,180.8,8,25.459999999999997,23.39,0.00000016721999999999998,66.576
294,"Mikkel Wilson",24,176,77,Left,Denmark,"Royal FC","Premier Division",Germany,92.5,LB,Defender,52645800.0000,13406.0000,123,9736,5,5,10,5.239999999999999,5.5,80.78,4.46,7.279999999999999,9.14,306,3.78,177.79999999999998,5.42,20.299999999999997,10.44,0.00000002426,28.716
301,"Hugo Carvalho",29,172,80,Right,Nigeria,"Inter Saints","Premier Division",England,92.5,LW,Forward,66428250.0000,22010.0000,112,8872,33,23,56,39.64,23.09,75.7,8.239999999999998,2.0300000000000002,1.7600000000000002,215.39999999999998,14.71,154.1,6.78,7.220000000000001,11.040000000000001,0.000000117675,75.3025
303,"Rafael Almeida",28,189,78,Right,Ghana,"Dynamo Rangers","Premier Division",England,92.5,GK,Goalkeeper,43975200.0000,16078.0000,124,9772,0,3,3,0,3.0700000000000003,77.11999999999999,1.1099999999999999,0.6599999999999999,0.67,157.1,0,0,0,19.14,1.2,0,16.398000000000003
305,"Bruno Andersen",18,181,70,Right,Senegal,"South FC","Premier Division",England,92.5,LW,Forward,37855333.3333,14903.3333,67,5325,23,6,29,25.46,8.79,73.56666666666668,4.87,0.8,1.03,149.3,10.8,84.6,7.04,7.629999999999999,7.609999999999999,0.00000021473333333333334,55.46
320,"Youssef Wilson",21,180,87,Right,Ghana,"West Villans","Premier Division",Spain,92.5,LW,Forward,85201200.0000,25676.0000,142,10668,50,12,62,55.830000000000005,11.07,80.04,8.45,4.1,2,267.09999999999997,14.66,174.5,13.82,10.31,11.270000000000001,0.00000014417999999999998,68.474
325,"Finn Ferreira",29,183,67,Right,Germany,"South FC","Serie Nazionale",Italy,92.5,CAM,Midfielder,49404800.0000,16098.0000,121,10238,14,20,34,15.870000000000001,24.07,80.28,10.299999999999999,7.83,7.78,257.8,9.4,219.1,10.94,12.35,11.71,0.00000010542,48.826
328,"Mateus Toure",28,190,78,Right,Ghana,"Inter Saints","Premier Division",England,92.5,CB,Defender,27103000.0000,8922.0000,97,6793,3,8,11,4.24,7.64,79.96,5.9399999999999995,10.639999999999999,10.29,279.2,2.29,129.8,3.1399999999999997,16.42,10.56,0.00000001782,28.506
329,"Pedro Bernard",26,173,82,Left,Poland,"Inter Wanderers","Premier Division",Germany,92.5,CAM,Midfielder,32742400.0000,10270.0000,124,10128,22,17,39,23.17,20.27,80.84,6.1499999999999995,9.870000000000001,2.76,270.6,9.32,212.9,5.95,23.029999999999998,19.080000000000002,0.00000016196,52.706
330,"Thiago Rossi",21,169,76,Right,Egypt,"AC AFC","Premier Division",England,92.5,CAM,Midfielder,64762500.0000,18500.0000,106,6946,26,18,44,25.299999999999997,19.13,78.95,5.69,7.13,4.62,274.1,7.0600000000000005,156.1,7.529999999999999,20.85,14.019999999999998,0.00000017285,65.8075
332,"Dario Carvalho",17,175,67,Right,Egypt,"Inter Wanderers","Premier Division",England,92.5,LW,Forward,49407333.3333,12266.6667,83,6599,19,6,25,15.129999999999999,9.57,70.39999999999999,5.73,1.22,0.64,139.4,13.86,70.9,5.3500000000000005,5.57,10.469999999999999,0.0000001526,51.85999999999999
333,"Liam Silva",17,183,81,Left,Morocco,"South AFC","Premier Division",England,92.5,GK,Goalkeeper,24132000.0000,6416.6667,86,5749,0,1,1,0,0.92,76.86666666666666,0.6699999999999999,0.23,0.97,91.1,0,0,0,11.01,0.61,0,15.226666666666667
336,"Lars Novak",25,175,70,Left,France,"Inter Wanderers","Serie Nazionale",Italy,92.5,LW,Forward,38307800.0000,9566.0000,85,6885,18,13,31,20.34,19.529999999999998,73.16,7.049999999999999,2.3600000000000003,2.16,192.1,16.5,197.89999999999998,13.950000000000001,14.01,17.11,0.00000008458000000000001,40.512
338,"Tyrone Martins",23,177,75,Right,Netherlands,"Inter City FC","Premier Division",England,92.5,RW,Forward,48620500.0000,17605.0000,45,3668,25,7,32,27.689999999999998,6.82,82.30000000000001,1.99,1.32,0.8400000000000001,109.2,5.24,44.7,4.58,3.59,9.08,0.0000002524,81.825
343,"Vlad Wilson",22,183,80,Right,Morocco,"Inter Saints","Premier Division",England,92.5,CDM,Midfielder,55528200.0000,14698.0000,112,8962,9,24,33,11.23,29.58,81.32000000000001,11.66,7.09,11.200000000000001,273.7,5.6499999999999995,172.60000000000002,6.77,26.740000000000002,9.79,0.00000002318,49.624
346,"Leon de Vries",27,185,83,Left,Egypt,"Sporting CF","Premier Division",Netherlands,92.5,ST,Forward,36814000.0000,12070.0000,144,9644,44,21,65,48.84,22.169999999999998,74.75999999999999,5.94,2.9899999999999998,2.8000000000000003,245.4,15.49,200.3,11.91,12.120000000000001,10.32,0.00000039244,69.05600000000001
351,"Bruno Carvalho",26,179,68,Right,Egypt,"Inter Wanderers","Premier Division",England,92.5,CM,Midfielder,32454750.0000,9392.5000,89,7010,17,19,36,18.340000000000003,20.21,76.42500000000001,7.17,6.21,6.23,208.7,3.4600000000000004,133.8,4.31,17.09,10.840000000000002,0.000000289925,57.1375
355,"Antoine Jansen",20,198,85,Left,Nigeria,"Royal Town","Premier Division",England,92.5,CB,Defender,20670666.6667,6246.6667,77,5887,2,2,4,2.38,2.2899999999999996,79.13333333333334,2.09,8.62,5.62,185.10000000000002,1.98,122.80000000000001,1.23,21.51,4.550000000000001,0.0000000383,28.763333333333335
363,"Marcus Wilson",30,184,73,Right,Uruguay,"Sporting SC","Premier Division",Netherlands,92.5,RB,Defender,27742500.0000,8852.5000,128,10796,1,11,12,2.6799999999999997,12.2,80.1,2.04,9.389999999999999,7,257,2.97,139.9,4.85,18.16,9.63,0.0000000111,36.085
369,"Luca Petrov",28,192,73,Left,France,"Royal Wanderers","Primeira Coroa",Portugal,92.5,CB,Defender,30143800.0000,9468.0000,133,8847,8,11,19,8.81,11.540000000000001,82.82000000000001,4.12,11.17,11.850000000000001,266,3.1100000000000003,218.5,1.68,21.58,8.86,0.00000009777999999999999,36.64
375,"Luca Toure",28,190,77,Left,England,"Inter Saints","Premier Division",England,92.5,GK,Goalkeeper,20761400.0000,5738.0000,141,11226,0,2,2,0,2.79,76.84,1.2200000000000002,0.19,2,210.50000000000003,0,0,0,19.93,1.03,0,17.178
376,"Kevin Martins",32,182,74,Right,Italy,"South Saints","Premier Division",Spain,92.5,CM,Midfielder,61522333.3333,19383.3333,70,5671,13,10,23,14.969999999999999,10.559999999999999,79.23333333333333,5.57,5,3.92,156.7,4.81,84.5,7.859999999999999,18.39,8.65,0.00000010383333333333333,53.35666666666666
387,"Jonas Fischer",29,180,80,Right,Nigeria,"West Villans","Premier Division",Spain,92.5,LW,Forward,29585000.0000,7982.0000,94,7680,33,17,50,43.03999999999999,18.76,78.72,5.9,5.12,1.95,191.6,13.24,215.6,11.620000000000001,15.420000000000002,15.15,0.00000023926,56.727999999999994
388,"Jamal Jansen",28,182,68,Left,Argentina,"FC United FC","Premier Division",England,92.5,ST,Forward,87541666.6667,22326.6667,86,5668,39,7,46,40.39,9.59,78.5,4.3500000000000005,2.46,1.54,151.5,9.51,118.2,9.51,8.51,5.359999999999999,0.00000017069999999999999,79.15666666666668
392,"Callum Owusu",23,188,72,Right,Japan,"Dynamo Rangers","Premier Division",England,92.5,ST,Forward,54830800.0000,18364.0000,103,7865,34,6,40,41.39,6.29,76.84,6.16,4.199999999999999,2.87,223.3,17.490000000000002,191.5,12.080000000000002,9.69,13.690000000000001,0.00000012554,48.30800000000001
395,"Adama Andersen",19,192,95,Right,England,"South Saints","Premier Division",Spain,92.5,CB,Defender,36884200.0000,11518.0000,109,7528,2,2,4,5.86,3.0700000000000003,76.97999999999999,3.4699999999999998,11.54,10.120000000000001,289.2,3.89,188.7,4.420000000000001,16.39,10.89,0.000000009080000000000001,22.77
401,"Rafael Moreau",26,184,72,Left,Italy,"Olympic Albion","Premier Division",Spain,92.5,CDM,Midfielder,62521750.0000,15897.5000,140,9846,17,29,46,18.4,30.13,83.25,5,10.35,6.3100000000000005,229.8,9.23,164.3,6.2700000000000005,19.75,19.34,0.000000073925,71.85000000000001
403,"Lars Toure",25,178,82,Right,"South Korea","Inter Saints","Premier Division",England,92.5,LB,Defender,44092000.0000,12796.6667,64,3932,6,1,7,5.9,1.56,88.36666666666667,2.2600000000000002,5.67,6.55,156.9,2.34,111.4,1.65,11.66,3.35,0.00000007753333333333334,28.210000000000004
405,"Lucas Smith",24,183,77,Left,Poland,"Inter City FC","Premier Division",England,92.5,LB,Defender,51722500.0000,10225.0000,37,3170,2,3,5,2.56,2.7,83.6,2.73,3.87,3.2700000000000005,98.6,1.03,71.5,0.9,8.280000000000001,6.0600000000000005,0.0000000411,30.86
406,"Luca Silva",17,180,77,Right,Belgium,"West Villans","Premier Division",England,92.5,RB,Defender,33211666.6667,9886.6667,59,5115,2,2,4,1.81,2.51,85.10000000000001,1.9300000000000002,4.44,8.72,166.29999999999998,0.8999999999999999,102.4,3.6100000000000003,12.31,7.09,0.00000002106666666666667,26.39333333333333
407,"Tyrone Novak",23,192,74,Right,Colombia,"Borussia CF","Premier Division",England,92.5,RB,Defender,27488750.0000,6282.5000,86,6848,3,6,9,4.01,6.25,85.7,3.2399999999999998,8.12,10.08,223.29999999999998,3.31,135.60000000000002,1.81,18.79,10.879999999999999,0.000000016875,31.052500000000002
410,"Kwame Petrov",26,181,85,Right,Denmark,"West Villans","Premier Division",Netherlands,92.5,CDM,Midfielder,58773000.0000,22840.0000,112,9688,12,17,29,16.259999999999998,19.1,80.17500000000001,10.72,8.16,3.35,185.39999999999998,5.91,155.3,5.77,22.42,12.629999999999999,0.000000070225,54.3275
411,"Luca Schmidt",38,181,75,Left,Ghana,"Inter Wanderers","Premier Division",England,92.5,CAM,Midfielder,28576500.0000,8880.0000,53,4372,4,6,10,4.48,9.059999999999999,78.45,4.58,2.41,3.3,120.5,3.38,76.9,3.78,14.75,6.569999999999999,0.0000000701,45.205
413,"Nils Novak",29,189,80,Right,Colombia,"West City FC","Premier Division",England,92.5,GK,Goalkeeper,24451400.0000,8186.0000,113,8985,0,0,0,0,0.48,73.02,0.81,0.4,1.7499999999999998,221.9,0,0,0,22.2,0.85,0,14.036000000000001
414,"Andre Petrov",24,185,85,Right,Germany,"West Rangers","Premier Division",Germany,92.5,CB,Defender,39890200.0000,9136.0000,135,10233,6,11,17,6.96,13.46,78.96000000000001,4.13,11.530000000000001,9.2,325.7,3.7800000000000002,199.10000000000002,2.92,28.12,10.4,0.0000000342,36.392
416,"Pedro Almeida",17,175,73,Right,Nigeria,"FC United FC","Premier Division",England,92.5,CM,Midfielder,68941750.0000,14570.0000,120,9838,10,19,29,17.130000000000003,20.7,82.39999999999999,9.350000000000001,6.5,4.37,200.00000000000003,5.23,166.3,6.199999999999999,15.94,15.149999999999999,0.0000000385,53.4725
429,"Jonas de Vries",29,175,71,Right,Netherlands,"Deportivo FC","Premier Division",Germany,92.5,LB,Defender,41887800.0000,13504.0000,134,11282,3,9,12,4.62,8.84,82.08,4.6899999999999995,7.32,10.799999999999999,313.5,2.77,183.89999999999998,2.73,19.759999999999998,9.219999999999999,0.00000001066,31.758000000000003
434,"Tomas Toure",28,168,81,Right,Switzerland,"West Villans","Premier Division",Netherlands,92.5,CAM,Midfielder,31637000.0000,11130.0000,146,11920,21,19,40,28.01,22.93,82.5,10.49,9.83,10.030000000000001,300.5,8.46,174.90000000000003,8.56,32.29,14.790000000000001,0.00000013038,58.49400000000001
460,"Erik Mensah",28,182,75,Right,Portugal,"Dynamo Rangers","Liga Dorada",Spain,88.3,CDM,Midfielder,29854000.0000,9168.0000,93,6388,15,13,28,15.77,12.27,78.64000000000001,11.74,9.34,6.64,259.4,10.370000000000001,211.3,10.129999999999999,32.52,17.83,0.00000010552000000000001,44.54
461,"Noah Almeida",22,173,82,Right,Brazil,"Red Star United FC","Premier Division",England,92.5,RB,Defender,27109750.0000,9282.5000,104,7785,3,8,11,2.74,8.5,84.85,2.35,10.75,11.01,272.2,2.4299999999999997,93.7,3.7300000000000004,11.75,10.02,0.00000007155,33.9
466,"Carlos Smith",19,193,80,Left,Croatia,"Dynamo Rangers","Liga Dorada",Spain,88.3,RB,Defender,34016500.0000,7705.0000,98,7844,1,5,6,1.85,6.12,78.125,2.62,7.489999999999999,8.66,224.8,2.62,149,2.01,17.53,9.64,0.000000016675,27.355
468,"Jonas Smith",23,167,81,Right,Spain,"South Saints","Premier Division",Spain,92.5,RW,Forward,57398000.0000,17930.0000,119,9718,29,18,47,34.22,22.799999999999997,78.16,7.760000000000001,3.22,1.75,233.39999999999998,18.5,198.5,4.03,13.15,10.879999999999999,0.00000010444000000000001,55.312
476,"Petar Lefevre",33,179,80,Right,Nigeria,"FC United FC","Primeira Coroa",Portugal,92.5,LB,Defender,26373750.0000,7747.5000,79,5899,2,3,5,1.5499999999999998,4.59,85.80000000000001,2.5,10.83,4.57,234.29999999999998,0.97,111.6,3.55,23.189999999999998,10.79,0.00000007575,25.767500000000002
488,"Julien Muller",29,189,93,Left,USA,"South FC","Premier Division",England,92.5,GK,Goalkeeper,42056400.0000,9592.0000,115,8348,0,0,0,0,0.95,77.56,1.08,0.5999999999999999,1.7000000000000002,227,0,0,0,17.700000000000003,1.5899999999999999,0,13.610000000000003
498,"Lars Schmidt",25,180,87,Right,Ghana,"Royal Town","Premier Division",England,92.5,GK,Goalkeeper,17845200.0000,5692.0000,107,7994,0,1,1,0,1.4400000000000002,76.66000000000001,1.24,0.16999999999999998,1.18,226.99999999999997,0,0,0,23.43,1.03,0,14.466
