MatchPerformanceID,PlayerID,TeamID,LeagueID,MatchID,DateID,MinutesPlayed,Position,Age,MarketValueEUR,Goals,Assists,xG,xA,PassesAttempted,PassesCompleted,DefensiveDuels,DefensiveDuelsWon,MatchRating
50,165,14,2,357,357,23,CDM,17,30000000,0,0,0.02,0.12,89,76,9,2,7
51,351,5,1,240,240,60,CDM,19,3000000,0,0,0.23,0.14,89,57,4,0,6.7
52,231,25,4,114,114,58,CM,27,10000000,0,0,0.08,0.2,63,51,8,4,7.4
53,356,23,4,638,638,87,LW,17,60000000,0,0,0.11,0.12,68,39,4,1,5.7
54,28,14,2,206,206,62,CM,17,2000000,0,0,0.02,0.04,92,92,5,0,5.6
55,119,24,4,665,665,76,CF,33,3000000,0,0,0.1,0.1,54,31,2,0,7.3
56,21,13,2,469,469,70,LB,33,30000000,0,0,0.07,0.03,87,57,0,0,7.9
57,121,19,3,364,364,85,CF,33,20000000,1,0,0.15,0.32,36,31,0,0,6.3
58,337,26,4,350,350,84,CB,29,150000000,0,0,0.06,0,80,58,6,1,7.5
59,466,19,3,437,437,9,CAM,31,5000000,1,0,0.49,0.28,82,79,10,3,8.5
60,221,14,2,317,317,80,CF,21,8000000,0,1,0.18,0.31,54,52,1,0,6.6
61,392,23,4,150,150,85,RB,30,80000000,0,0,0.01,0.05,87,64,2,0,5.9
62,391,23,4,190,190,84,CF,36,20000000,0,0,0.66,0.31,34,25,3,0,6.8
63,69,6,1,705,705,68,CM,36,120000000,0,0,0.06,0.05,61,60,6,3,7.2
64,116,21,4,168,168,59,GK,17,20000000,0,0,0,0,48,47,3,1,5.7
65,353,22,4,450,450,47,RB,31,15000000,0,0,0.05,0.05,78,66,5,3,7.6
66,267,23,4,586,586,60,CB,31,1000000,0,0,0,0,73,65,0,0,7.3
67,98,15,3,646,646,63,RB,29,30000000,0,0,0,0.02,69,47,6,2,7.6
68,238,14,2,56,56,52,RW,31,2000000,1,1,0.34,0.21,46,43,8,2,6.9
69,13,23,4,332,332,50,LB,35,10000000,0,0,0.13,0.09,56,40,10,2,8
70,59,26,4,127,127,69,LW,28,2000000,0,0,0.28,0.18,67,46,6,4,6.8
71,290,1,1,175,175,56,ST,21,8000000,2,0,0.36,0.12,23,18,4,2,8.1
72,321,25,4,457,457,17,LB,21,10000000,0,0,0,0.05,40,36,7,7,7.4
73,122,5,1,6,6,50,LB,32,100000000,1,0,0.03,0.02,78,42,3,2,7.7
74,26,25,4,571,571,3,LB,18,50000000,0,0,0.01,0.01,82,81,9,4,6.7
75,56,31,5,90,90,84,CDM,22,8000000,0,0,0.14,0.01,92,88,9,8,6.1
76,477,26,4,467,467,69,GK,26,40000000,0,0,0,0,51,30,6,6,7.4
77,69,8,1,300,300,78,CB,25,40000000,0,0,0.04,0.06,53,51,3,0,5.9
78,248,31,5,645,645,65,LW,36,30000000,0,0,0.14,0.39,51,44,9,9,6.7
79,267,27,5,133,133,84,LW,32,120000000,0,0,0.11,0.15,49,48,4,1,5.5
80,321,1,1,25,25,66,RW,23,80000000,1,0,0.24,0.24,57,48,10,3,5.5
81,131,32,5,207,207,65,RW,26,30000000,0,0,0.46,0.1,35,22,10,5,6.7
82,427,10,2,583,583,75,LB,27,40000000,0,1,0,0.01,70,40,10,2,7.2
83,457,26,4,643,643,71,ST,27,100000000,0,1,0.03,0,23,20,4,4,8
84,107,32,5,324,324,10,CAM,27,50000000,0,0,0.01,0.14,62,60,0,0,8.9
85,293,5,1,642,642,64,CAM,22,3000000,0,0,0.1,0.02,65,57,0,0,6.9
86,191,12,2,509,509,56,CM,26,10000000,0,0,0.13,0,57,42,0,0,8.7
87,410,31,5,455,455,31,CM,33,5000000,0,0,0.19,0.15,96,85,4,2,6
88,106,18,3,101,101,78,LW,31,60000000,0,0,0.53,0.01,42,23,4,0,7.9
89,171,26,4,609,609,87,CM,18,3000000,0,0,0.01,0.38,97,72,0,0,7.7
90,103,6,1,215,215,87,LB,25,40000000,0,0,0.04,0.24,47,33,2,0,6.5
91,106,23,4,16,16,19,CM,34,40000000,0,0,0.23,0.54,86,62,2,0,6.6
92,26,23,4,347,347,4,CB,32,1000000,0,0,0.02,0.11,45,37,6,1,8
93,316,15,3,607,607,87,CDM,27,10000000,0,0,0.01,0.01,84,51,7,2,5.8
94,50,23,4,716,716,15,CM,31,120000000,0,0,0.32,0.21,59,59,9,4,8.7
95,359,7,1,402,402,46,ST,27,40000000,1,0,0.09,0.07,24,20,1,1,7.2
96,394,1,1,175,175,70,CDM,35,5000000,0,0,0.03,0.09,95,58,5,4,7.8
97,206,17,3,310,310,75,CAM,24,15000000,0,2,0.46,0.14,69,41,5,1,8.3
98,402,12,2,606,606,60,CF,35,40000000,1,0,0.01,0.23,31,27,10,1,8.1
99,59,1,1,729,729,73,CAM,31,40000000,1,0,0.1,0.07,56,39,6,0,7.6
100,168,7,1,702,702,9,CM,18,2000000,0,0,0.19,0,87,87,0,0,7.8
101,200,29,5,464,464,21,CAM,31,10000000,0,1,0.27,0.07,64,53,10,4,8.7
102,46,31,5,446,446,53,CAM,36,150000000,0,0,0.24,0.01,63,35,5,4,8.9
103,57,15,3,1,1,82,ST,17,15000000,0,1,0.04,0.22,45,44,5,5,6.8
104,280,10,2,391,391,36,LB,22,120000000,1,0,0.09,0.04,64,61,5,3,6
105,69,31,5,687,687,76,GK,17,5000000,0,0,0,0,46,38,2,0,6
106,458,6,1,426,426,74,RW,36,80000000,1,0,0.24,0.14,67,63,8,7,6.8
107,218,25,4,232,232,60,CAM,35,120000000,1,1,0.15,0.45,77,59,6,4,7.5
108,291,14,2,35,35,89,CM,28,3000000,0,0,0.02,0.05,55,34,8,4,7.1
109,126,17,3,81,81,66,CM,19,30000000,0,1,0.01,0.14,84,46,7,7,7.3
110,216,25,4,481,481,39,CDM,26,30000000,0,1,0.33,0.08,97,72,9,4,5.7
111,294,27,5,485,485,6,CB,26,500000,0,0,0.07,0.02,48,42,1,1,6.4
112,141,22,4,631,631,82,ST,17,3000000,1,0,0.28,0.14,29,25,7,5,8.3
113,249,12,2,268,268,50,LB,33,1000000,0,0,0,0.02,49,45,2,1,8.1
114,122,2,1,423,423,67,LW,22,10000000,0,0,0.1,0,38,28,1,0,6.1
115,155,22,4,409,409,90,CM,34,15000000,0,0,0.03,0,74,70,4,1,7.4
116,148,15,3,446,446,78,ST,31,60000000,0,0,0.17,0.02,22,13,8,5,8.8
117,172,32,5,443,443,70,RB,20,20000000,0,0,0.01,0.09,69,52,10,9,8.2
118,347,3,1,533,533,88,LW,22,40000000,1,0,0.32,0.22,35,21,0,0,5.8
119,180,6,1,107,107,2,LB,26,20000000,0,0,0,0.11,79,48,0,0,8.8
120,363,14,2,654,654,86,CF,19,5000000,2,0,0.21,0.1,31,31,1,0,6.4
121,328,15,3,479,479,87,CM,25,80000000,0,0,0.01,0.21,99,74,4,1,8.2
122,196,20,3,284,284,61,CDM,18,20000000,0,0,0.03,0,61,47,1,1,8.9
123,92,14,2,206,206,72,CAM,20,5000000,0,0,0.58,0.02,58,50,10,1,8.7
124,53,18,3,733,733,46,GK,19,20000000,0,0,0,0,53,44,2,2,7.7
125,137,4,1,39,39,77,CB,27,60000000,0,0,0.07,0.02,85,77,7,6,6.9
126,2,27,5,72,72,67,CDM,32,3000000,0,0,0.03,0.02,71,58,6,0,7.7
127,188,15,3,663,663,63,CM,27,2000000,0,1,0,0.16,91,62,2,2,5.6
128,154,9,2,394,394,85,LW,20,50000000,1,1,0.73,0.26,63,57,3,1,5.6
129,251,20,3,26,26,73,CDM,34,30000000,0,0,0.04,0.15,51,29,5,0,6.7
130,208,32,5,739,739,79,CB,33,100000000,0,0,0.08,0.08,49,49,9,3,8.7
131,251,10,2,38,38,42,LW,32,1000000,0,0,0.17,0.03,43,23,2,2,5.7
132,234,28,5,315,315,51,CAM,35,2000000,0,0,0.03,0.13,52,43,9,9,6.3
133,173,22,4,208,208,44,RW,29,40000000,0,0,0.35,0.06,71,47,5,1,8.2
134,172,27,5,608,608,55,CB,25,5000000,0,1,0.01,0.04,84,69,8,2,7
135,69,8,1,596,596,46,CB,36,60000000,0,0,0.04,0.02,71,44,0,0,6.1
136,214,12,2,92,92,41,LW,32,5000000,0,0,0.04,0.19,52,44,7,6,6.3
137,306,6,1,179,179,64,LB,32,2000000,0,0,0.02,0.25,62,47,0,0,6.2
138,317,27,5,543,543,41,CDM,34,150000000,0,0,0.11,0.06,92,63,4,0,6.2
139,255,7,1,153,153,63,LB,18,1000000,0,0,0.04,0.08,53,42,4,2,7.7
140,54,11,2,465,465,2,LW,34,8000000,1,1,0.28,0.25,66,52,1,0,8.6
141,304,1,1,739,739,65,CAM,30,10000000,0,0,0.17,0,59,56,1,1,6.3
142,446,31,5,243,243,76,LB,24,2000000,0,0,0.02,0.09,43,36,2,0,8.7
143,199,6,1,466,466,62,CDM,31,10000000,1,0,0.08,0.26,62,44,2,0,7.9
144,70,10,2,62,62,66,CB,31,100000000,0,0,0.02,0.02,54,38,9,2,8.3
145,296,14,2,654,654,78,CF,24,2000000,2,0,0.41,0.17,51,34,9,7,8.4
146,374,4,1,286,286,82,CDM,24,15000000,0,0,0.3,0.02,64,63,9,2,8.7
147,23,5,1,6,6,34,GK,32,150000000,0,0,0,0,37,35,1,1,7.2
148,355,25,4,86,86,60,LW,23,5000000,1,0,0.21,0.17,40,22,7,4,6.1
149,500,1,1,471,471,24,CM,21,60000000,0,1,0.29,0.12,90,78,10,0,8.5
150,458,5,1,73,73,18,LW,33,1000000,1,0,0.15,0.19,74,74,9,3,8.3
151,377,30,5,83,83,52,ST,33,50000000,0,0,0.54,0.07,44,35,7,0,6.8
152,288,15,3,180,180,60,LW,23,5000000,0,0,0.13,0.23,69,44,10,7,8.1
153,386,21,4,595,595,62,LW,24,40000000,0,0,0.14,0.17,67,63,4,0,5.7
154,249,23,4,354,354,88,CM,20,120000000,0,0,0.14,0.25,84,64,7,5,8.3
155,97,4,1,710,710,12,ST,31,2000000,0,0,0.06,0,38,22,1,0,6.5
156,255,24,4,714,714,46,CB,23,150000000,0,0,0.03,0.04,58,44,10,8,8.8
157,216,31,5,486,486,2,CM,17,30000000,0,0,0.02,0.07,64,61,8,5,6.9
158,249,7,1,352,352,81,CAM,33,100000000,0,1,0.04,0.71,53,38,2,1,6.3
159,395,12,2,381,381,11,RW,21,50000000,0,1,0.22,0.24,74,50,8,4,6.1
160,83,15,3,180,180,73,LB,18,40000000,0,0,0.03,0.04,56,41,2,0,7.5
161,177,15,3,36,36,52,CB,31,8000000,0,0,0.02,0.06,41,34,7,2,8.8
162,3,31,5,328,328,90,CF,34,150000000,0,0,0.37,0.48,38,35,4,4,7.8
163,174,12,2,579,579,36,LW,32,1000000,0,0,0.11,0.11,42,32,0,0,7.7
164,183,9,2,226,226,59,CB,18,10000000,0,0,0.06,0.03,90,66,3,0,5.8
165,500,8,1,457,457,83,CM,23,120000000,0,0,0.05,0.09,82,48,10,5,6.9
166,190,32,5,734,734,64,CDM,17,30000000,0,0,0.06,0.01,78,77,1,0,8
167,412,4,1,455,455,71,CM,22,80000000,0,0,0.09,0.13,58,57,9,9,5.8
168,244,13,2,213,213,38,CF,33,40000000,0,0,0.13,0.05,44,26,0,0,7.7
169,90,10,2,280,280,25,CAM,35,5000000,1,0,0.18,0.2,63,51,7,0,8.4
170,253,17,3,310,310,1,CAM,31,15000000,0,0,0.05,0.47,54,37,4,3,5.9
171,214,31,5,682,682,18,LB,24,500000,0,0,0.02,0.07,71,43,9,5,7.5
172,445,25,4,580,580,81,RB,32,3000000,0,0,0.04,0.18,41,30,2,2,5.7
173,450,23,4,328,328,24,LW,28,8000000,0,0,0.1,0.17,61,53,5,0,6.5
174,264,27,5,543,543,55,LB,22,3000000,0,0,0.06,0.07,74,60,5,5,8.3
175,50,30,5,278,278,34,CM,28,5000000,0,1,0.08,0.09,68,60,7,6,6.7
176,112,20,3,167,167,80,CB,24,10000000,0,1,0.01,0.02,79,76,8,8,8
177,236,32,5,117,117,75,ST,20,5000000,0,0,0.09,0.02,42,32,5,1,8.4
178,89,23,4,612,612,10,LW,17,3000000,0,0,0.19,0.21,49,35,2,0,6
179,354,23,4,81,81,31,RW,20,2000000,0,0,0.25,0,62,35,3,0,5.6
180,241,27,5,676,676,43,CB,25,1000000,0,1,0.03,0.02,40,25,1,0,7.6
181,344,23,4,205,205,62,CDM,19,5000000,0,0,0.08,0.02,87,69,5,1,8.5
182,259,32,5,628,628,90,CAM,20,500000,0,0,0.56,0.29,57,40,2,2,5.5
183,472,23,4,102,102,56,CM,32,50000000,0,0,0.13,0.02,78,48,2,1,8.9
184,264,14,2,435,435,8,LB,20,40000000,0,1,0.01,0.07,73,48,7,5,8
185,43,25,4,571,571,39,RB,20,60000000,0,0,0,0.02,87,66,10,7,6.3
186,438,12,2,418,418,68,CDM,19,120000000,0,1,0.15,0.01,61,33,10,7,7.9
187,268,3,1,406,406,26,LW,19,3000000,1,1,0.2,0.51,72,45,2,0,6.8
188,103,30,5,204,204,28,CAM,29,3000000,1,0,0.17,0.09,76,58,9,9,6.5
189,183,15,3,660,660,77,CM,36,60000000,0,0,0.04,0.24,67,45,7,1,5.9
190,119,12,2,502,502,4,CAM,21,500000,2,1,0.02,0.07,49,41,10,0,8.9
191,79,12,2,392,392,87,RB,36,3000000,0,0,0.06,0.16,88,81,7,7,6.2
192,252,30,5,678,678,79,CM,34,40000000,0,1,0.21,0.05,84,47,0,0,8.6
193,231,20,3,122,122,47,RB,29,100000000,0,0,0.01,0.06,51,45,10,4,8.6
194,221,12,2,169,169,81,CB,29,120000000,0,0,0.04,0.05,83,76,10,8,7.9
195,244,5,1,586,586,17,CAM,22,150000000,0,0,0.18,0.17,76,65,9,5,8.2
196,32,16,3,292,292,67,GK,18,5000000,0,0,0,0,50,50,9,0,8.2
197,195,13,2,641,641,48,CB,28,50000000,0,0,0.04,0.01,82,60,3,1,7.8
198,467,5,1,607,607,46,LW,26,3000000,0,0,0.15,0.14,69,57,0,0,7.8
199,137,18,3,433,433,69,GK,32,500000,0,0,0,0,43,35,5,4,5.8
200,354,19,3,501,501,87,LW,27,120000000,1,1,0.54,0.3,56,35,9,4,6.8
201,255,23,4,447,447,4,CAM,19,10000000,0,0,0.15,0.06,64,53,6,6,6.3
202,304,20,3,95,95,58,CDM,19,150000000,0,0,0.08,0.16,72,43,10,4,7.3
203,340,15,3,308,308,84,CM,23,80000000,0,0,0.17,0.07,82,74,10,8,6.1
204,296,27,5,20,20,79,CM,31,20000000,0,0,0.31,0.13,89,75,9,0,7.3
205,76,10,2,374,374,49,LB,26,80000000,0,0,0.03,0.01,80,57,6,2,8.4
206,132,1,1,662,662,10,LW,24,60000000,0,0,0.16,0.2,47,25,3,2,7.1
207,217,4,1,574,574,9,CAM,18,10000000,1,0,0.17,0.02,46,33,4,4,6.1
208,401,31,5,44,44,49,GK,19,40000000,0,0,0,0,53,42,5,5,7.8
209,483,2,1,93,93,33,RW,21,15000000,0,0,0.83,0.31,42,39,10,9,8.8
210,255,31,5,538,538,65,ST,24,3000000,0,0,0.69,0.16,41,40,6,6,8.1
211,112,24,4,242,242,73,CB,22,10000000,0,0,0.06,0.01,66,44,9,0,7.2
212,163,17,3,384,384,54,CM,32,15000000,1,0,0.01,0.2,73,70,5,2,5.6
213,431,26,4,621,621,25,LW,18,15000000,0,0,0.03,0,54,49,5,5,5.9
214,199,31,5,243,243,60,GK,29,20000000,0,0,0,0,34,24,2,1,7.7
215,405,15,3,660,660,71,GK,19,120000000,0,0,0,0,54,39,6,6,5.9
216,260,8,1,165,165,46,CB,30,40000000,0,0,0.04,0.09,88,51,10,10,6.1
217,2,31,5,455,455,52,CDM,26,40000000,0,0,0.04,0.28,60,40,8,2,8.5
218,406,22,4,703,703,53,ST,31,120000000,1,0,0.1,0.04,36,24,10,9,8.4
219,44,6,1,289,289,81,CDM,22,60000000,0,1,0.11,0.2,64,35,0,0,8.7
220,135,3,1,474,474,72,LW,22,1000000,0,0,0.12,0.03,73,56,2,0,8.9
221,8,23,4,175,175,76,LW,30,100000000,0,1,0.14,0.14,42,30,3,1,8.8
222,383,26,4,273,273,83,CM,21,80000000,0,0,0.03,0.03,63,60,4,1,7
223,15,13,2,419,419,60,RB,25,15000000,0,0,0.04,0,63,52,10,10,7.1
224,69,4,1,11,11,90,ST,29,10000000,0,0,0.32,0.11,47,44,4,0,5.8
225,171,24,4,61,61,87,ST,32,50000000,0,0,0.45,0,22,12,4,4,7.7
226,344,17,3,310,310,61,CDM,34,1000000,0,0,0.09,0.05,60,49,7,5,8.6
227,163,5,1,136,136,21,LW,30,5000000,1,0,0.07,0.19,37,24,7,4,8.1
228,463,4,1,441,441,72,ST,36,20000000,0,0,0.16,0.04,30,21,7,2,7.4
229,28,6,1,674,674,31,LB,18,15000000,0,0,0.07,0.07,56,35,7,6,5.9
230,227,29,5,507,507,52,CDM,34,120000000,0,0,0.03,0.11,96,61,1,1,5.8
231,428,4,1,291,291,87,CB,33,20000000,0,0,0.02,0.01,77,55,9,0,7.3
232,214,20,3,585,585,66,ST,24,120000000,0,0,0.16,0.54,21,15,10,10,5.9
233,429,3,1,383,383,90,RB,17,2000000,0,0,0.03,0.01,82,75,7,4,7.6
234,497,5,1,6,6,81,GK,36,100000000,0,0,0,0,29,18,0,0,6.6
235,281,21,4,57,57,56,CF,29,2000000,2,0,0.49,0.02,35,31,1,0,8.5
236,400,6,1,167,167,28,CDM,21,3000000,0,0,0.17,0,97,72,10,9,6
237,427,12,2,682,682,69,CDM,23,120000000,0,1,0.06,0.06,80,61,9,9,7
238,315,18,3,433,433,22,LB,30,2000000,0,1,0,0.08,69,51,10,10,8
239,149,6,1,508,508,53,CM,19,120000000,0,0,0.11,0.01,93,70,3,3,6.5
240,470,6,1,49,49,51,GK,20,150000000,0,0,0,0,39,39,4,2,6.4
241,59,15,3,84,84,70,LW,31,8000000,0,1,0.44,0.17,37,22,6,5,6.5
242,388,28,5,602,602,56,LW,36,20000000,0,0,0.01,0.02,48,31,1,1,8.6
243,274,7,1,109,109,42,GK,29,3000000,0,0,0,0,40,36,6,6,7.8
244,156,9,2,617,617,89,CAM,36,50000000,0,0,0.1,0.09,70,57,1,0,6
245,418,27,5,196,196,42,GK,23,500000,0,0,0,0,29,25,3,3,8.4
246,45,12,2,552,552,46,RB,31,5000000,0,0,0.07,0.02,47,30,2,2,8
247,11,6,1,497,497,37,ST,35,15000000,2,0,0.06,0.15,45,25,5,0,5.9
248,213,22,4,731,731,26,RW,35,30000000,0,0,0.11,0.13,66,52,9,9,8.8
249,366,15,3,500,500,80,CB,17,80000000,0,0,0.04,0.07,44,32,10,6,8.6
250,319,17,3,120,120,46,ST,28,100000000,0,0,0.05,0.02,30,20,3,3,6.7
251,301,4,1,238,238,19,ST,27,100000000,1,0,0.01,0.02,44,37,10,10,8.1
252,319,2,1,484,484,13,LB,19,120000000,0,0,0.03,0.16,50,46,7,1,8.3
253,121,11,2,506,506,61,LB,18,500000,0,0,0.02,0.06,62,55,2,0,8.4
254,414,9,2,516,516,52,CB,30,3000000,0,0,0.07,0.02,75,55,7,4,9
255,395,3,1,364,364,77,ST,25,5000000,2,0,0.38,0.01,26,25,0,0,8.3
256,401,27,5,114,114,55,CAM,20,1000000,0,0,0.05,0.02,85,53,3,2,6
257,391,8,1,300,300,66,CM,20,5000000,0,0,0.09,0.33,58,34,3,3,8.9
258,428,8,1,7,7,50,RW,27,30000000,1,0,0.42,0,52,39,6,2,7.7
259,386,28,5,252,252,28,RW,30,15000000,0,0,0.1,0.09,61,46,7,5,8.8
260,395,19,3,454,454,21,GK,33,2000000,0,0,0,0,37,25,6,0,6.9
261,463,10,2,38,38,88,CAM,33,30000000,0,0,0.05,0.15,80,63,5,2,5.5
262,359,6,1,287,287,86,CDM,23,100000000,0,0,0.04,0.07,75,53,4,0,5.6
263,372,5,1,343,343,63,LW,21,150000000,0,0,0.34,0.06,48,28,8,8,6.6
264,12,19,3,349,349,20,GK,34,20000000,0,0,0,0,48,39,8,1,8.1
265,322,24,4,382,382,52,CM,20,1000000,0,0,0.1,0.12,78,61,9,0,7.1
266,180,27,5,242,242,78,RB,35,5000000,0,0,0.01,0.01,87,62,1,1,7.3
267,233,16,3,198,198,4,CB,30,80000000,0,0,0.05,0.09,67,44,7,3,7.1
268,302,26,4,379,379,85,CAM,29,20000000,0,0,0.09,0.16,72,67,7,6,8.4
269,249,10,2,148,148,52,LW,21,150000000,0,0,0.11,0.6,48,40,7,0,8.1
270,472,27,5,573,573,24,CF,36,80000000,0,0,0.19,0.16,38,21,8,2,5.9
271,156,22,4,313,313,38,RB,17,5000000,0,0,0.01,0.06,66,37,4,2,6.3
272,63,19,3,501,501,81,CM,19,1000000,0,0,0.1,0.03,69,65,5,3,7.2
273,391,8,1,738,738,54,CB,31,100000000,0,0,0.02,0.02,86,67,1,1,6.9
274,277,26,4,405,405,55,GK,31,20000000,0,0,0,0,47,25,9,4,7.5
275,99,26,4,127,127,78,CF,34,1000000,1,0,0.11,0.02,32,32,8,0,5.9
276,493,26,4,545,545,82,GK,23,15000000,0,0,0,0,39,23,8,5,6.9
277,442,9,2,47,47,2,ST,27,80000000,0,0,0.1,0.11,53,39,6,2,5.8
278,147,23,4,102,102,27,CB,25,2000000,0,0,0.08,0.03,83,55,0,0,6.1
279,153,26,4,731,731,65,CDM,27,5000000,1,0,0.01,0.13,66,48,1,0,6.2
280,253,5,1,612,612,62,CM,33,60000000,1,0,0.01,0.04,53,39,7,6,5.7
281,325,3,1,30,30,82,LB,17,20000000,0,0,0.06,0.1,83,51,3,1,6.6
282,43,9,2,417,417,54,RW,33,10000000,0,0,0.13,0.05,58,48,2,0,7.4
283,22,23,4,434,434,55,GK,31,30000000,0,0,0,0,25,13,7,4,7.6
284,180,26,4,697,697,11,RW,23,150000000,1,0,0.47,0.02,69,41,4,0,6.9
285,372,13,2,126,126,33,CAM,25,80000000,1,0,0.01,0.01,65,63,10,5,7.7
286,140,16,3,725,725,39,LB,27,40000000,0,0,0.06,0.01,61,33,2,2,8.7
287,3,13,2,624,624,89,ST,22,80000000,0,0,0.17,0.06,51,40,8,1,8.3
288,276,11,2,665,665,69,GK,31,3000000,0,0,0,0,51,47,5,3,6.1
289,64,24,4,714,714,2,CM,23,100000000,1,1,0.29,0.18,98,70,10,5,6.2
290,414,7,1,629,629,47,LW,24,120000000,0,0,0.18,0.32,52,43,9,3,5.5
291,57,24,4,654,654,80,ST,35,150000000,0,0,0.03,0.07,32,22,1,0,8.1
292,478,30,5,131,131,62,CAM,24,150000000,1,1,0.05,0.82,57,52,0,0,7.9
293,481,11,2,465,465,71,CDM,18,40000000,0,0,0.03,0.04,67,43,10,8,7.1
294,453,13,2,371,371,79,LW,18,20000000,0,1,0.14,0.41,63,44,0,0,6.2
295,378,15,3,84,84,57,LB,30,2000000,0,0,0.03,0.01,50,37,4,0,7.7
296,246,26,4,100,100,60,CM,17,40000000,0,1,0.07,0.12,56,45,3,2,8.4
