DateID,Date,Month,Quarter,Year
132,2022-02-01,2,1,2022
133,2022-02-02,2,1,2022
134,2022-02-04,2,1,2022
135,2022-02-05,2,1,2022
136,2022-02-06,2,1,2022
137,2022-02-08,2,1,2022
138,2022-02-09,2,1,2022
139,2022-02-11,2,1,2022
140,2022-02-12,2,1,2022
141,2022-02-13,2,1,2022
142,2022-02-15,2,1,2022
143,2022-02-16,2,1,2022
144,2022-02-18,2,1,2022
145,2022-02-19,2,1,2022
146,2022-02-20,2,1,2022
147,2022-02-22,2,1,2022
148,2022-02-23,2,1,2022
149,2022-02-25,2,1,2022
150,2022-02-26,2,1,2022
151,2022-02-27,2,1,2022
152,2022-03-01,3,1,2022
153,2022-03-02,3,1,2022
154,2022-03-04,3,1,2022
155,2022-03-05,3,1,2022
156,2022-03-06,3,1,2022
157,2022-03-08,3,1,2022
158,2022-03-09,3,1,2022
159,2022-03-11,3,1,2022
160,2022-03-12,3,1,2022
161,2022-03-13,3,1,2022
162,2022-03-15,3,1,2022
163,2022-03-16,3,1,2022
164,2022-03-18,3,1,2022
165,2022-03-19,3,1,2022
166,2022-03-20,3,1,2022
167,2022-03-22,3,1,2022
168,2022-03-23,3,1,2022
169,2022-03-25,3,1,2022
170,2022-03-26,3,1,2022
171,2022-03-27,3,1,2022
172,2022-03-29,3,1,2022
173,2022-03-30,3,1,2022
174,2022-04-01,4,2,2022
175,2022-04-02,4,2,2022
176,2022-04-03,4,2,2022
177,2022-04-05,4,2,2022
178,2022-04-06,4,2,2022
179,2022-04-08,4,2,2022
180,2022-04-09,4,2,2022
181,2022-04-10,4,2,2022
182,2022-04-12,4,2,2022
183,2022-04-13,4,2,2022
184,2022-04-15,4,2,2022
185,2022-04-16,4,2,2022
186,2022-04-17,4,2,2022
187,2022-04-19,4,2,2022
188,2022-04-20,4,2,2022
189,2022-04-22,4,2,2022
190,2022-04-23,4,2,2022
191,2022-04-24,4,2,2022
192,2022-04-26,4,2,2022
193,2022-04-27,4,2,2022
194,2022-04-29,4,2,2022
195,2022-04-30,4,2,2022
196,2022-05-01,5,2,2022
197,2022-05-03,5,2,2022
198,2022-05-04,5,2,2022
199,2022-05-06,5,2,2022
200,2022-05-07,5,2,2022
201,2022-05-08,5,2,2022
202,2022-05-10,5,2,2022
203,2022-05-11,5,2,2022
204,2022-05-13,5,2,2022
205,2022-05-14,5,2,2022
206,2022-05-15,5,2,2022
207,2022-05-17,5,2,2022
208,2022-05-18,5,2,2022
209,2022-05-20,5,2,2022
210,2022-05-21,5,2,2022
211,2022-05-22,5,2,2022
212,2022-05-24,5,2,2022
213,2022-05-25,5,2,2022
214,2022-05-27,5,2,2022
215,2022-05-28,5,2,2022
216,2022-05-29,5,2,2022
217,2022-05-31,5,2,2022
218,2022-06-01,6,2,2022
219,2022-06-03,6,2,2022
220,2022-06-04,6,2,2022
221,2022-06-05,6,2,2022
222,2022-06-07,6,2,2022
223,2022-06-08,6,2,2022
224,2022-06-10,6,2,2022
225,2022-06-11,6,2,2022
226,2022-06-12,6,2,2022
227,2022-06-14,6,2,2022
228,2022-06-15,6,2,2022
229,2022-06-17,6,2,2022
230,2022-06-18,6,2,2022
231,2022-06-19,6,2,2022
232,2022-06-21,6,2,2022
233,2022-06-22,6,2,2022
234,2022-06-24,6,2,2022
235,2022-06-25,6,2,2022
236,2022-06-26,6,2,2022
237,2022-06-28,6,2,2022
238,2022-06-29,6,2,2022
239,2022-07-01,7,3,2022
240,2022-07-02,7,3,2022
241,2022-07-03,7,3,2022
242,2022-07-05,7,3,2022
243,2022-07-06,7,3,2022
244,2022-07-08,7,3,2022
245,2022-07-09,7,3,2022
246,2022-07-10,7,3,2022
247,2022-07-12,7,3,2022
248,2022-07-13,7,3,2022
249,2022-07-15,7,3,2022
250,2022-07-16,7,3,2022
251,2022-07-17,7,3,2022
252,2022-07-19,7,3,2022
253,2022-07-20,7,3,2022
254,2022-07-22,7,3,2022
255,2022-07-23,7,3,2022
256,2022-07-24,7,3,2022
257,2022-07-26,7,3,2022
258,2022-07-27,7,3,2022
259,2022-07-29,7,3,2022
260,2022-07-30,7,3,2022
261,2022-07-31,7,3,2022
262,2022-08-02,8,3,2022
263,2022-08-03,8,3,2022
264,2022-08-05,8,3,2022
265,2022-08-06,8,3,2022
266,2022-08-07,8,3,2022
267,2022-08-09,8,3,2022
268,2022-08-10,8,3,2022
269,2022-08-12,8,3,2022
270,2022-08-13,8,3,2022
271,2022-08-14,8,3,2022
272,2022-08-16,8,3,2022
273,2022-08-17,8,3,2022
274,2022-08-19,8,3,2022
275,2022-08-20,8,3,2022
276,2022-08-21,8,3,2022
277,2022-08-23,8,3,2022
278,2022-08-24,8,3,2022
279,2022-08-26,8,3,2022
280,2022-08-27,8,3,2022
281,2022-08-28,8,3,2022
282,2022-08-30,8,3,2022
283,2022-08-31,8,3,2022
284,2022-09-02,9,3,2022
285,2022-09-03,9,3,2022
286,2022-09-04,9,3,2022
287,2022-09-06,9,3,2022
288,2022-09-07,9,3,2022
289,2022-09-09,9,3,2022
290,2022-09-10,9,3,2022
291,2022-09-11,9,3,2022
292,2022-09-13,9,3,2022
293,2022-09-14,9,3,2022
294,2022-09-16,9,3,2022
295,2022-09-17,9,3,2022
296,2022-09-18,9,3,2022
297,2022-09-20,9,3,2022
298,2022-09-21,9,3,2022
299,2022-09-23,9,3,2022
300,2022-09-24,9,3,2022
301,2022-09-25,9,3,2022
302,2022-09-27,9,3,2022
303,2022-09-28,9,3,2022
304,2022-09-30,9,3,2022
305,2022-10-01,10,4,2022
306,2022-10-02,10,4,2022
307,2022-10-04,10,4,2022
308,2022-10-05,10,4,2022
309,2022-10-07,10,4,2022
310,2022-10-08,10,4,2022
311,2022-10-09,10,4,2022
312,2022-10-11,10,4,2022
313,2022-10-12,10,4,2022
314,2022-10-14,10,4,2022
315,2022-10-15,10,4,2022
316,2022-10-16,10,4,2022
317,2022-10-18,10,4,2022
318,2022-10-19,10,4,2022
319,2022-10-21,10,4,2022
320,2022-10-22,10,4,2022
321,2022-10-23,10,4,2022
322,2022-10-25,10,4,2022
323,2022-10-26,10,4,2022
324,2022-10-28,10,4,2022
325,2022-10-29,10,4,2022
326,2022-10-30,10,4,2022
327,2022-11-01,11,4,2022
328,2022-11-02,11,4,2022
329,2022-11-04,11,4,2022
330,2022-11-05,11,4,2022
331,2022-11-06,11,4,2022
332,2022-11-08,11,4,2022
333,2022-11-09,11,4,2022
334,2022-11-11,11,4,2022
335,2022-11-12,11,4,2022
336,2022-11-13,11,4,2022
337,2022-11-15,11,4,2022
338,2022-11-16,11,4,2022
339,2022-11-18,11,4,2022
340,2022-11-19,11,4,2022
341,2022-11-20,11,4,2022
342,2022-11-22,11,4,2022
343,2022-11-23,11,4,2022
344,2022-11-25,11,4,2022
345,2022-11-26,11,4,2022
346,2022-11-27,11,4,2022
347,2022-11-29,11,4,2022
348,2022-11-30,11,4,2022
349,2022-12-02,12,4,2022
350,2022-12-03,12,4,2022
351,2022-12-04,12,4,2022
352,2022-12-06,12,4,2022
353,2022-12-07,12,4,2022
354,2022-12-09,12,4,2022
355,2022-12-10,12,4,2022
356,2022-12-11,12,4,2022
357,2022-12-13,12,4,2022
358,2022-12-14,12,4,2022
359,2022-12-16,12,4,2022
360,2022-12-17,12,4,2022
361,2022-12-18,12,4,2022
362,2022-12-20,12,4,2022
363,2022-12-21,12,4,2022
364,2022-12-23,12,4,2022
365,2022-12-24,12,4,2022
366,2022-12-25,12,4,2022
367,2022-12-27,12,4,2022
368,2022-12-28,12,4,2022
369,2022-12-30,12,4,2022
370,2022-12-31,12,4,2022
371,2023-01-01,1,1,2023
372,2023-01-03,1,1,2023
373,2023-01-04,1,1,2023
374,2023-01-06,1,1,2023
375,2023-01-07,1,1,2023
376,2023-01-08,1,1,2023
377,2023-01-10,1,1,2023
378,2023-01-11,1,1,2023
379,2023-01-13,1,1,2023
380,2023-01-14,1,1,2023
381,2023-01-15,1,1,2023
382,2023-01-17,1,1,2023
383,2023-01-18,1,1,2023
384,2023-01-20,1,1,2023
385,2023-01-21,1,1,2023
386,2023-01-22,1,1,2023
387,2023-01-24,1,1,2023
388,2023-01-25,1,1,2023
389,2023-01-27,1,1,2023
390,2023-01-28,1,1,2023
391,2023-01-29,1,1,2023
392,2023-01-31,1,1,2023
393,2023-02-01,2,1,2023
394,2023-02-03,2,1,2023
395,2023-02-04,2,1,2023
396,2023-02-05,2,1,2023
397,2023-02-07,2,1,2023
398,2023-02-08,2,1,2023
399,2023-02-10,2,1,2023
400,2023-02-11,2,1,2023
401,2023-02-12,2,1,2023
402,2023-02-14,2,1,2023
403,2023-02-15,2,1,2023
404,2023-02-17,2,1,2023
405,2023-02-18,2,1,2023
406,2023-02-19,2,1,2023
407,2023-02-21,2,1,2023
408,2023-02-22,2,1,2023
409,2023-02-24,2,1,2023
410,2023-02-25,2,1,2023
411,2023-02-26,2,1,2023
412,2023-02-28,2,1,2023
413,2023-03-01,3,1,2023
414,2023-03-03,3,1,2023
415,2023-03-04,3,1,2023
416,2023-03-05,3,1,2023
417,2023-03-07,3,1,2023
418,2023-03-08,3,1,2023
419,2023-03-10,3,1,2023
420,2023-03-11,3,1,2023
421,2023-03-12,3,1,2023
422,2023-03-14,3,1,2023
423,2023-03-15,3,1,2023
424,2023-03-17,3,1,2023
425,2023-03-18,3,1,2023
426,2023-03-19,3,1,2023
427,2023-03-21,3,1,2023
428,2023-03-22,3,1,2023
429,2023-03-24,3,1,2023
430,2023-03-25,3,1,2023
431,2023-03-26,3,1,2023
432,2023-03-28,3,1,2023
433,2023-03-29,3,1,2023
434,2023-03-31,3,1,2023
435,2023-04-01,4,2,2023
436,2023-04-02,4,2,2023
437,2023-04-04,4,2,2023
438,2023-04-05,4,2,2023
439,2023-04-07,4,2,2023
440,2023-04-08,4,2,2023
441,2023-04-09,4,2,2023
442,2023-04-11,4,2,2023
443,2023-04-12,4,2,2023
444,2023-04-14,4,2,2023
445,2023-04-15,4,2,2023
446,2023-04-16,4,2,2023
447,2023-04-18,4,2,2023
448,2023-04-19,4,2,2023
449,2023-04-21,4,2,2023
450,2023-04-22,4,2,2023
451,2023-04-23,4,2,2023
452,2023-04-25,4,2,2023
453,2023-04-26,4,2,2023
454,2023-04-28,4,2,2023
455,2023-04-29,4,2,2023
456,2023-04-30,4,2,2023
457,2023-05-02,5,2,2023
458,2023-05-03,5,2,2023
459,2023-05-05,5,2,2023
460,2023-05-06,5,2,2023
461,2023-05-07,5,2,2023
462,2023-05-09,5,2,2023
463,2023-05-10,5,2,2023
464,2023-05-12,5,2,2023
465,2023-05-13,5,2,2023
466,2023-05-14,5,2,2023
467,2023-05-16,5,2,2023
468,2023-05-17,5,2,2023
469,2023-05-19,5,2,2023
470,2023-05-20,5,2,2023
471,2023-05-21,5,2,2023
472,2023-05-23,5,2,2023
473,2023-05-24,5,2,2023
474,2023-05-26,5,2,2023
475,2023-05-27,5,2,2023
476,2023-05-28,5,2,2023
477,2023-05-30,5,2,2023
478,2023-05-31,5,2,2023
479,2023-06-02,6,2,2023
480,2023-06-03,6,2,2023
481,2023-06-04,6,2,2023
482,2023-06-06,6,2,2023
483,2023-06-07,6,2,2023
484,2023-06-09,6,2,2023
485,2023-06-10,6,2,2023
486,2023-06-11,6,2,2023
487,2023-06-13,6,2,2023
488,2023-06-14,6,2,2023
489,2023-06-16,6,2,2023
490,2023-06-17,6,2,2023
491,2023-06-18,6,2,2023
492,2023-06-20,6,2,2023
493,2023-06-21,6,2,2023
494,2023-06-23,6,2,2023
495,2023-06-24,6,2,2023
496,2023-06-25,6,2,2023
497,2023-06-27,6,2,2023
498,2023-06-28,6,2,2023
499,2023-06-30,6,2,2023
500,2023-07-01,7,3,2023
501,2023-07-02,7,3,2023
502,2023-07-04,7,3,2023
503,2023-07-05,7,3,2023
504,2023-07-07,7,3,2023
505,2023-07-08,7,3,2023
506,2023-07-09,7,3,2023
507,2023-07-11,7,3,2023
508,2023-07-12,7,3,2023
509,2023-07-14,7,3,2023
510,2023-07-15,7,3,2023
511,2023-07-16,7,3,2023
512,2023-07-18,7,3,2023
513,2023-07-19,7,3,2023
514,2023-07-21,7,3,2023
515,2023-07-22,7,3,2023
516,2023-07-23,7,3,2023
517,2023-07-25,7,3,2023
518,2023-07-26,7,3,2023
519,2023-07-28,7,3,2023
520,2023-07-29,7,3,2023
521,2023-07-30,7,3,2023
522,2023-08-01,8,3,2023
523,2023-08-02,8,3,2023
524,2023-08-04,8,3,2023
525,2023-08-05,8,3,2023
526,2023-08-06,8,3,2023
527,2023-08-08,8,3,2023
528,2023-08-09,8,3,2023
529,2023-08-11,8,3,2023
530,2023-08-12,8,3,2023
531,2023-08-13,8,3,2023
532,2023-08-15,8,3,2023
533,2023-08-16,8,3,2023
534,2023-08-18,8,3,2023
535,2023-08-19,8,3,2023
536,2023-08-20,8,3,2023
537,2023-08-22,8,3,2023
538,2023-08-23,8,3,2023
539,2023-08-25,8,3,2023
540,2023-08-26,8,3,2023
541,2023-08-27,8,3,2023
542,2023-08-29,8,3,2023
543,2023-08-30,8,3,2023
544,2023-09-01,9,3,2023
545,2023-09-02,9,3,2023
546,2023-09-03,9,3,2023
547,2023-09-05,9,3,2023
548,2023-09-06,9,3,2023
549,2023-09-08,9,3,2023
550,2023-09-09,9,3,2023
551,2023-09-10,9,3,2023
552,2023-09-12,9,3,2023
553,2023-09-13,9,3,2023
554,2023-09-15,9,3,2023
555,2023-09-16,9,3,2023
556,2023-09-17,9,3,2023
557,2023-09-19,9,3,2023
558,2023-09-20,9,3,2023
559,2023-09-22,9,3,2023
560,2023-09-23,9,3,2023
561,2023-09-24,9,3,2023
562,2023-09-26,9,3,2023
563,2023-09-27,9,3,2023
564,2023-09-29,9,3,2023
565,2023-09-30,9,3,2023
566,2023-10-01,10,4,2023
567,2023-10-03,10,4,2023
568,2023-10-04,10,4,2023
569,2023-10-06,10,4,2023
570,2023-10-07,10,4,2023
571,2023-10-08,10,4,2023
572,2023-10-10,10,4,2023
573,2023-10-11,10,4,2023
574,2023-10-13,10,4,2023
575,2023-10-14,10,4,2023
576,2023-10-15,10,4,2023
577,2023-10-17,10,4,2023
578,2023-10-18,10,4,2023
579,2023-10-20,10,4,2023
580,2023-10-21,10,4,2023
581,2023-10-22,10,4,2023
582,2023-10-24,10,4,2023
583,2023-10-25,10,4,2023
584,2023-10-27,10,4,2023
585,2023-10-28,10,4,2023
586,2023-10-29,10,4,2023
587,2023-10-31,10,4,2023
588,2023-11-01,11,4,2023
589,2023-11-03,11,4,2023
590,2023-11-04,11,4,2023
591,2023-11-05,11,4,2023
592,2023-11-07,11,4,2023
593,2023-11-08,11,4,2023
594,2023-11-10,11,4,2023
595,2023-11-11,11,4,2023
596,2023-11-12,11,4,2023
597,2023-11-14,11,4,2023
598,2023-11-15,11,4,2023
599,2023-11-17,11,4,2023
600,2023-11-18,11,4,2023
601,2023-11-19,11,4,2023
602,2023-11-21,11,4,2023
603,2023-11-22,11,4,2023
604,2023-11-24,11,4,2023
605,2023-11-25,11,4,2023
606,2023-11-26,11,4,2023
607,2023-11-28,11,4,2023
608,2023-11-29,11,4,2023
609,2023-12-01,12,4,2023
610,2023-12-02,12,4,2023
611,2023-12-03,12,4,2023
612,2023-12-05,12,4,2023
613,2023-12-06,12,4,2023
614,2023-12-08,12,4,2023
615,2023-12-09,12,4,2023
616,2023-12-10,12,4,2023
617,2023-12-12,12,4,2023
618,2023-12-13,12,4,2023
619,2023-12-15,12,4,2023
620,2023-12-16,12,4,2023
621,2023-12-17,12,4,2023
622,2023-12-19,12,4,2023
623,2023-12-20,12,4,2023
624,2023-12-22,12,4,2023
625,2023-12-23,12,4,2023
626,2023-12-24,12,4,2023
627,2023-12-26,12,4,2023
628,2023-12-27,12,4,2023
629,2023-12-29,12,4,2023
630,2023-12-30,12,4,2023
631,2023-12-31,12,4,2023
632,2024-01-02,1,1,2024
633,2024-01-03,1,1,2024
634,2024-01-05,1,1,2024
635,2024-01-06,1,1,2024
636,2024-01-07,1,1,2024
637,2024-01-09,1,1,2024
638,2024-01-10,1,1,2024
639,2024-01-12,1,1,2024
640,2024-01-13,1,1,2024
641,2024-01-14,1,1,2024
642,2024-01-16,1,1,2024
643,2024-01-17,1,1,2024
644,2024-01-19,1,1,2024
645,2024-01-20,1,1,2024
646,2024-01-21,1,1,2024
647,2024-01-23,1,1,2024
648,2024-01-24,1,1,2024
649,2024-01-26,1,1,2024
650,2024-01-27,1,1,2024
651,2024-01-28,1,1,2024
652,2024-01-30,1,1,2024
653,2024-01-31,1,1,2024
654,2024-02-02,2,1,2024
655,2024-02-03,2,1,2024
656,2024-02-04,2,1,2024
657,2024-02-06,2,1,2024
658,2024-02-07,2,1,2024
659,2024-02-09,2,1,2024
660,2024-02-10,2,1,2024
661,2024-02-11,2,1,2024
662,2024-02-13,2,1,2024
663,2024-02-14,2,1,2024
664,2024-02-16,2,1,2024
665,2024-02-17,2,1,2024
666,2024-02-18,2,1,2024
667,2024-02-20,2,1,2024
668,2024-02-21,2,1,2024
669,2024-02-23,2,1,2024
670,2024-02-24,2,1,2024
671,2024-02-25,2,1,2024
672,2024-02-27,2,1,2024
673,2024-02-28,2,1,2024
674,2024-03-01,3,1,2024
675,2024-03-02,3,1,2024
676,2024-03-03,3,1,2024
677,2024-03-05,3,1,2024
678,2024-03-06,3,1,2024
679,2024-03-08,3,1,2024
680,2024-03-09,3,1,2024
681,2024-03-10,3,1,2024
682,2024-03-12,3,1,2024
683,2024-03-13,3,1,2024
684,2024-03-15,3,1,2024
685,2024-03-16,3,1,2024
686,2024-03-17,3,1,2024
687,2024-03-19,3,1,2024
688,2024-03-20,3,1,2024
689,2024-03-22,3,1,2024
690,2024-03-23,3,1,2024
691,2024-03-24,3,1,2024
692,2024-03-26,3,1,2024
693,2024-03-27,3,1,2024
694,2024-03-29,3,1,2024
695,2024-03-30,3,1,2024
696,2024-03-31,3,1,2024
697,2024-04-02,4,2,2024
698,2024-04-03,4,2,2024
699,2024-04-05,4,2,2024
700,2024-04-06,4,2,2024
701,2024-04-07,4,2,2024
702,2024-04-09,4,2,2024
703,2024-04-10,4,2,2024
704,2024-04-12,4,2,2024
705,2024-04-13,4,2,2024
706,2024-04-14,4,2,2024
707,2024-04-16,4,2,2024
708,2024-04-17,4,2,2024
709,2024-04-19,4,2,2024
710,2024-04-20,4,2,2024
711,2024-04-21,4,2,2024
712,2024-04-23,4,2,2024
713,2024-04-24,4,2,2024
714,2024-04-26,4,2,2024
715,2024-04-27,4,2,2024
716,2024-04-28,4,2,2024
717,2024-04-30,4,2,2024
718,2024-05-01,5,2,2024
719,2024-05-03,5,2,2024
720,2024-05-04,5,2,2024
721,2024-05-05,5,2,2024
722,2024-05-07,5,2,2024
723,2024-05-08,5,2,2024
724,2024-05-10,5,2,2024
725,2024-05-11,5,2,2024
726,2024-05-12,5,2,2024
727,2024-05-14,5,2,2024
728,2024-05-15,5,2,2024
729,2024-05-17,5,2,2024
730,2024-05-18,5,2,2024
731,2024-05-19,5,2,2024
732,2024-05-21,5,2,2024
733,2024-05-22,5,2,2024
734,2024-05-24,5,2,2024
735,2024-05-25,5,2,2024
736,2024-05-26,5,2,2024
737,2024-05-28,5,2,2024
738,2024-05-29,5,2,2024
739,2024-05-31,5,2,2024
